doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,answer,score
document_110032.html,24,40,Tommaso d’Aquino,PER,Q9438,Tommaso d'Aquino,"```json { ""wikipedia_page"": ""Tommaso d'Aquino"", ""wikidata_id"": ""Q9438"" } ```",0.996998068349295
document_110032.html,46,58,Universitari,ORG,NIL,Universitari,"```json {""wikipedia_page"":""NIL"", ""wikidata_id"":""NIL""} ```",0
document_110032.html,62,78,Azione Cattolica,ORG,Q3318304,Azione Cattolica,"```json {""wikipedia_page"":""Azione Cattolica"", ""wikidata_id"":""Q3318304""} ```",0.947889070050286
document_110032.html,131,143,Associazione,ORG,Q479048,Associazioni e movimenti cattolici,"```json { ""wikipedia_page"": ""Associazioni e movimenti cattolici"", ""wikidata_id"": ""Q479048"" } ```",0.017539118522729
document_110032.html,188,199,San Tommaso,PER,Q9438,Tommaso d'Aquino,"```json {""wikipedia_page"":""Tommaso d'Aquino"", ""wikidata_id"":""Q9438""} ```",0.9035825249165753
document_110032.html,535,538,Dio,PER,Q190,Dio,"```json {""wikipedia_page"":""Dio"", ""wikidata_id"":""Q190""} ```",0.9588511397628581
document_110032.html,602,608,Chiesa,ORG,Q159583,Santa Sede,"```json {""wikipedia_page"":""Santa Sede"", ""wikidata_id"":""Q159583""} ```",0.004355992063494541
document_110032.html,752,762,S. Tommaso,PER,Q9438,Tommaso d'Aquino,"```json { ""wikipedia_page"": ""Tommaso d'Aquino"", ""wikidata_id"": ""Q9438"" } ```",0.7007137288947988
document_110034.html,49,56,Firenze,LOC,Q2044,Firenze,"```json { ""wikipedia_page"": ""Firenze"", ""wikidata_id"": ""Q2044"" } ```",0.982490807714622
document_110034.html,161,189,Gioventù di Azione Cattolica,ORG,Q3318304,Azione Cattolica,"```json {""wikipedia_page"":""Azione Cattolica"", ""wikidata_id"":""Q3318304""} ```",0.9876249200960479
document_110047.html,179,191,Associazioni,ORG,Q3091708,Federazione universitaria cattolica italiana,"```json { ""wikipedia_page"": ""Federazione universitaria cattolica italiana"", ""wikidata_id"": ""Q3091708"" } ```",0.7304622440392123
document_110065.html,70,76,Italia,LOC,Q38,Italia,"```json {""wikipedia_page"":""Italia"", ""wikidata_id"":""Q38""} ```",0.9990643119963936
document_110065.html,84,110,Associazioni Universitarie,ORG,Q3091708,Federazione universitaria cattolica italiana,"```json {""wikipedia_page"":""Federazione universitaria cattolica italiana"", ""wikidata_id"":""Q3091708""} ```",0.3851839662486919
document_110065.html,114,130,Azione Cattolica,ORG,Q3318304,Azione Cattolica,"```json { ""wikipedia_page"": ""Azione Cattolica"", ""wikidata_id"": ""Q3318304"" } ```",0.9936853836039149
document_110065.html,222,237,Sede Apostolica,ORG,Q159583,Santa Sede,"```json { ""wikipedia_page"": ""Santa Sede"", ""wikidata_id"": ""Q159583"" } ```",0.6915239276157409
document_110065.html,248,259,Padre Santo,PER,NIL,Padre Santo,"```json { ""wikipedia_page"": ""NIL"", ""wikidata_id"": ""NIL"" } ```",0
document_110065.html,515,521,Cristo,PER,Q302,Gesù,"```json { ""wikipedia_page"": ""Gesù"", ""wikidata_id"": ""Q302"" } ```",0.3764290428936283
document_110065.html,582,588,Chiesa,ORG,Q34651,Chiesa (comunità),"```json {""wikipedia_page"":""Chiesa (comunità)"", ""wikidata_id"":""Q34651""} ```",0.9723630040817071
document_110065.html,628,644,Azione Cattolica,ORG,Q3318304,Azione Cattolica,"```json {""wikipedia_page"":""Azione Cattolica"", ""wikidata_id"":""Q3318304""} ```",0.9937281543675877
