doc_id,surface_form,start_pos,end_pos,type
https://digitalzibaldone.net/node/p1012_2,Cicerone,529,537,PER
https://digitalzibaldone.net/node/p1023_2,Andrès,425,431,PER
https://digitalzibaldone.net/node/p1034_2,lingua volgare d'Italia,45,68,WORK
https://digitalzibaldone.net/node/p1037_1,Demostene,64,73,PER
https://digitalzibaldone.net/node/p1037_1,Ateniese,114,122,PER
https://digitalzibaldone.net/node/p1037_1,nazione,362,369,PER
https://digitalzibaldone.net/node/p1040_1,italia,90,96,LOC
https://digitalzibaldone.net/node/p1040_1,Sicilia,721,728,LOC
https://digitalzibaldone.net/node/p1040_1,Gallie,740,746,LOC
https://digitalzibaldone.net/node/p1042_2,Roma,432,436,LOC
https://digitalzibaldone.net/node/p1042_2,italia,442,448,LOC
https://digitalzibaldone.net/node/p1042_2,colonie greco-galliche,544,566,LOC
https://digitalzibaldone.net/node/p1045_2,Francia,3,10,LOC
https://digitalzibaldone.net/node/p1045_2,Shakespeare,997,1008,PER
https://digitalzibaldone.net/node/p1048_2,lingue,22,28,PER
https://digitalzibaldone.net/node/p1048_2,inglese,166,173,PER
https://digitalzibaldone.net/node/p1048_2,italiana,454,462,PER
https://digitalzibaldone.net/node/p1048_2,Castelvetro,902,913,PER
https://digitalzibaldone.net/node/p1049_1,lingue non libere,24,41,LOC
https://digitalzibaldone.net/node/p1049_1,francese,77,85,WORK
https://digitalzibaldone.net/node/p1049_1,lingua latina,138,151,WORK
https://digitalzibaldone.net/node/p1049_1,Orazio,300,306,PER
https://digitalzibaldone.net/node/p1049_1,italiani,402,410,PER
https://digitalzibaldone.net/node/p1049_1,pedanti,415,422,PER
https://digitalzibaldone.net/node/p1049_1,filologi,599,607,PER
https://digitalzibaldone.net/node/p1049_1,Atticismo,716,725,WORK
https://digitalzibaldone.net/node/p1049_1,toscani,887,894,PER
https://digitalzibaldone.net/node/p1052_3,de Senectute,74,86,WORK
https://digitalzibaldone.net/node/p1052_3,Padri,281,286,PER
https://digitalzibaldone.net/node/p1052_3,Scrittori,632,641,PER
