doc_id,surface_form,start_pos,end_pos,type
document_110032.html,Universitari di Azione Cattolica,46,78,ORG
document_110032.html,Associazione,131,143,ORG
document_110032.html,Dio,535,538,PER
document_110034.html,Firenze,49,56,LOC
document_110034.html,Gioventù di Azione Cattolica,161,189,ORG
document_110047.html,Presidenze Centrali,3,22,ORG
document_110047.html,Azione Fucina,105,118,ORG
document_110047.html,Associazioni,179,191,ORG
document_110047.html,Segretariati,198,210,ORG
document_110065.html,Voi,28,31,PER
document_110065.html,Italia,70,76,LOC
document_110065.html,Sede Apostolica,222,237,ORG
document_110065.html,Padre Santo,248,259,PER
document_110065.html,Azione Cattolica,628,644,ORG
document_110065.html,Universitari di Azione Cattolica,709,741,ORG
document_110088.html,Pio XII,1583,1590,PER
document_110090.html,Roos[e]velt,38,49,PER
document_110090.html,Italia,598,604,LOC
document_110092.html,Conte Sforza,44,56,PER
document_110092.html,Montevideo,296,306,LOC
document_110092.html,Patria,647,653,ORG
document_110106.html,S. Em. il Card. Luigi Lavitrano,14,45,PER
document_110106.html,Palermo,65,72,LOC
document_110106.html,Commissione Cardinalizia,92,116,ORG
document_110106.html,A.C.I.,143,149,ORG
document_110106.html,Associazioni Universitarie Cattoliche,292,329,ORG
document_110106.html,Italia,335,341,LOC
document_110106.html,Fuci,388,392,ORG
document_110106.html,Presidenza Centrale,435,454,ORG
document_110114.html,Italia,114,120,LOC
document_110139.html,Italia,302,308,LOC
document_110143.html,Italia,27,33,LOC
document_110144.html,santo Padre,32,43,PER
document_110155.html,Italia,65,71,LOC
document_110155.html,Italia,624,630,LOC
document_110167.html,Germania,64,72,LOC
document_110177.html,Azione Cattolica,48,64,ORG
document_110177.html,Roma,77,81,LOC
document_110177.html,Italia,404,410,LOC
document_110177.html,Azione Cattolica,1535,1551,ORG
document_110199.html,Roma,436,440,LOC
document_110199.html,FUCI,509,513,ORG
document_110199.html,Movimento,620,629,ORG
document_110205.html,Margadonna,30,40,PER
document_110205.html,Parri,158,163,PER
document_110205.html,stampa,172,178,ORG
document_110220.html,Roma,566,570,LOC
document_110220.html,Italia,984,990,LOC
document_121003.html,Avanti!,6,13,LOC
document_121003.html,partito socialista italiano,79,106,ORG
document_121003.html,Boy-scouts c.d. nazionali,604,629,ORG
document_121003.html,Stato,696,701,ORG
document_121003.html,socialista,1069,1079,PER
document_121012.html,Costituzione,98,110,ORG
document_121012.html,leggi speciali,113,127,ORG
document_121012.html,Codici,199,205,ORG
document_121012.html,Codice penale,318,331,ORG
document_121012.html,legislazione,454,466,ORG
document_121012.html,libertà individuale,573,592,LOC
document_121012.html,autorità di pubblica sicurezza,728,758,ORG
document_121012.html,autorità giudiziaria,781,801,ORG
document_121020.html,Moro,13,17,PER
document_121020.html,Presidente,75,85,PER
document_121020.html,Commissione,123,134,ORG
document_121020.html,relatori,173,181,PER
document_121021.html,Moro,13,17,PER
document_121021.html,La Pira,334,341,PER
document_121021.html,Basso,363,368,PER
document_121024.html,Moro,13,17,PER
document_121024.html,La Pira,78,85,PER
document_121024.html,Basso,158,163,PER
document_121024.html,Marchesi,169,177,PER
document_121024.html,La Pira,382,389,PER
document_121029.html,Moro,13,17,PER
document_121029.html,Dossetti,144,152,PER
document_121034.html,Moro,13,17,PER
document_121034.html,Basso,71,76,PER
document_121043.html,Moro,13,17,PER
document_121043.html,Marchesi,84,92,PER
document_121087.html,Moro,13,17,PER
document_121087.html,Cevolotto,145,154,PER
document_121087.html,Togliatti,206,215,PER
document_121088.html,Moro,13,17,PER
document_121088.html,Cevolotto,198,207,PER
document_121088.html,Patti Lateranensi,247,264,ORG
document_121088.html,Costituzione dello Stato,274,298,ORG
document_121088.html,Stato,385,390,LOC
document_121088.html,Terracini,983,992,PER
document_121093.html,L’onorevole Moro,1,17,PER
document_121093.html,Nobile,208,214,PER
document_121093.html,Sottocommissione,293,309,ORG
document_121093.html,Consulta araldica,660,677,ORG
document_121097.html,Stato,68,73,LOC
document_121097.html,Chiesa,76,82,LOC
document_121104.html,Italia,188,194,LOC
document_121109.html,Assemblea costituente,35,56,ORG
document_121109.html,Stato,344,349,ORG
document_121134.html,costituente,58,69,ORG
document_121134.html,Democrazia cristiana,489,509,ORG
document_121134.html,Italia,818,824,LOC
document_121134.html,liberali,1283,1291,ORG
document_121134.html,comunisti,1295,1304,ORG
document_121134.html,socialisti,1309,1319,ORG
document_121134.html,repubblicani,1342,1354,ORG
document_121142.html,Ferdinando Vegas,67,83,PER
document_121142.html,scuola libera,119,132,ORG
document_121142.html,civiltà moderna,197,212,ORG
document_121149.html,Italia,141,147,LOC
document_121149.html,piano Marshall,280,294,ORG
document_121155.html,Adelchi Baratono,34,50,PER
document_121155.html,socialismo,100,110,ORG
document_121155.html,partito,194,201,ORG
document_121170.html,Io,0,2,PER
document_121170.html,Gruppo,24,30,ORG
document_121170.html,Commissione,58,69,ORG
