doc_id,surface,start_pos,end_pos,type,identifier,score
https://digitalzibaldone.net/node/p1012_2,Andrès,243,249,PER,Q3879020,133.25442504882812
https://digitalzibaldone.net/node/p1012_2,l. c.,251,256,WORK,Q193506,145.34243774414062
https://digitalzibaldone.net/node/p1012_2,Roma,276,280,LOC,Q220,106.83150482177734
https://digitalzibaldone.net/node/p1012_2,Milano,416,422,LOC,Q490,107.5390625
https://digitalzibaldone.net/node/p1012_2,Cicerone,529,537,PER,Q1541,131.59617614746094
https://digitalzibaldone.net/node/p1012_2,Andrès,540,546,PER,Q2758559,129.71707153320312
https://digitalzibaldone.net/node/p1012_2,l. c.,548,553,WORK,Q1541,139.18780517578125
https://digitalzibaldone.net/node/p1023_2,impero greco,52,64,LOC,Q184313,119.98529052734375
https://digitalzibaldone.net/node/p1023_2,italia,189,195,LOC,Q38,105.24861907958984
https://digitalzibaldone.net/node/p1023_2,Cic.,251,255,PER,Q1541,139.71310424804688
https://digitalzibaldone.net/node/p1023_2,Virgilio,262,270,PER,Q1398,127.21613311767578
https://digitalzibaldone.net/node/p1023_2,Augusto,289,296,PER,Q1405,122.78255462646484
https://digitalzibaldone.net/node/p1023_2,Andrès,425,431,PER,Q772775,139.04904174804688
https://digitalzibaldone.net/node/p1034_2,Italia,62,68,LOC,Q38,102.58068084716797
https://digitalzibaldone.net/node/p1037_1,Demostene,64,73,PER,Q117253,126.28417205810547
https://digitalzibaldone.net/node/p1040_1,Grecia,280,286,LOC,Q184313,109.69367980957031
https://digitalzibaldone.net/node/p1040_1,italia,421,427,LOC,Q38,106.02340698242188
https://digitalzibaldone.net/node/p1040_1,Gallie,436,442,LOC,Q38060,124.89307403564453
https://digitalzibaldone.net/node/p1040_1,Gallie,642,648,LOC,Q38060,134.08340454101562
https://digitalzibaldone.net/node/p1040_1,italia,681,687,LOC,Q38,106.44966125488281
https://digitalzibaldone.net/node/p1040_1,Sicilia,721,728,LOC,Q1460,108.33053588867188
https://digitalzibaldone.net/node/p1040_1,Gallie,740,746,LOC,Q184313,130.93853759765625
