doc_id,surface,start_pos,end_pos,type,identifier
https://digitalzibaldone.net/node/p2700_1,Perticari,1530,1539,PER,Q3769747
https://digitalzibaldone.net/node/p2703_1,la Crusca,969,978,WORK,Q4015911
https://digitalzibaldone.net/node/p2703_1,la Crusca,1282,1291,WORK,Q4015911
https://digitalzibaldone.net/node/p2703_1,Forcellini,1303,1313,WORK,Q15851274
https://digitalzibaldone.net/node/p2705_1,Perticari,127,136,PER,Q3769747
https://digitalzibaldone.net/node/p2705_2,Perticari,33,42,PER,Q3769747
https://digitalzibaldone.net/node/p2705_3,Perticari,589,598,PER,Q3769747
https://digitalzibaldone.net/node/p2705_3,Proposta,611,619,WORK,Q42194678
https://digitalzibaldone.net/node/p2715_1,Perticari,0,9,PER,Q3769747
https://digitalzibaldone.net/node/p2715_2,Perticari,147,156,PER,Q3769747
https://digitalzibaldone.net/node/p2717_1,Fedro,262,267,PER,Q554535
https://digitalzibaldone.net/node/p2717_1,Fedro,398,403,PER,Q554535
https://digitalzibaldone.net/node/p2717_1,Dialogo,376,383,WORK,Q555862
https://digitalzibaldone.net/node/p2718_1,Perticari,132,141,PER,Q3769747
https://digitalzibaldone.net/node/p2718_1,Perticari,2199,2208,PER,Q3769747
https://digitalzibaldone.net/node/p2721_1,Gelli,9,14,PER,Q518160
https://digitalzibaldone.net/node/p2721_1,Perticari,31,40,PER,Q3769747
https://digitalzibaldone.net/node/p2721_2,Perticari,195,204,PER,Q3769747
https://digitalzibaldone.net/node/p2721_3,Perticari,60,69,PER,Q3769747
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1175,1188,PER,Q19357820
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1339,1352,PER,Q19357820
https://digitalzibaldone.net/node/p2728_1,Mela,1615,1619,PER,Q297515
https://digitalzibaldone.net/node/p2728_1,Columella,1647,1656,PER,Q318317
https://digitalzibaldone.net/node/p2731_1,Ven.,208,212,LOC,Q641
https://digitalzibaldone.net/node/p2731_1,Speroni,192,199,PER,Q352663
