doc_id,start_pos,end_pos,type,identifier,score
https://digitalzibaldone.net/node/p1012_2,243,249,PER,Q50005,-7.03533411026001
https://digitalzibaldone.net/node/p1012_2,276,280,LOC,Q220,-7.03533411026001
https://digitalzibaldone.net/node/p1012_2,540,546,PER,Q50005,-7.03533411026001
https://digitalzibaldone.net/node/p1023_2,52,64,LOC,Q11772,-5.211790561676025
https://digitalzibaldone.net/node/p1023_2,425,431,PER,Q50005,-5.211790561676025
https://digitalzibaldone.net/node/p1037_1,40,50,WORK,Q1772,-5.053528308868408
https://digitalzibaldone.net/node/p1040_1,280,286,LOC,Q41,-3.946995496749878
https://digitalzibaldone.net/node/p1042_2,432,436,LOC,Q220,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,622,626,LOC,Q220,-4.241775035858154
https://digitalzibaldone.net/node/p1045_2,804,810,PER,Q493293,-3.839406967163086
https://digitalzibaldone.net/node/p1048_2,902,913,PER,Q100045,-1.6701223850250244
https://digitalzibaldone.net/node/p1054_2,330,340,WORK,Q1436657,-5.6870808601379395
https://digitalzibaldone.net/node/p1055_2,128,133,PER,Q47876,-2.5507826805114746
https://digitalzibaldone.net/node/p1104_1,502,513,PER,Q163900,-6.668577194213867
https://digitalzibaldone.net/node/p1104_1,650,659,WORK,Q1067,-6.668577194213867
https://digitalzibaldone.net/node/p1105_1,234,248,WORK,Q853122,-5.287777900695801
https://digitalzibaldone.net/node/p1105_3,260,264,WORK,Q1398,-2.599416971206665
https://digitalzibaldone.net/node/p1105_3,313,327,LOC,Q207104,-2.599416971206665
https://digitalzibaldone.net/node/p1105_3,1017,1020,WORK,Q677997,-2.599416971206665
https://digitalzibaldone.net/node/p1139_1,758,765,PER,Q2613930,-4.118164539337158
https://digitalzibaldone.net/node/p1139_1,766,773,WORK,Q3237044,-4.118164539337158
https://digitalzibaldone.net/node/p1139_1,793,800,PER,Q18011357,-4.118164539337158
https://digitalzibaldone.net/node/p1139_1,801,806,WORK,Q672803,-4.118164539337158
https://digitalzibaldone.net/node/p1139_1,839,847,PER,Q1623180,-4.118164539337158
https://digitalzibaldone.net/node/p1148_1,28,38,PER,Q48832071,-13.153879165649414
https://digitalzibaldone.net/node/p1217_1,57,68,WORK,Q4015907,-2.684518337249756
https://digitalzibaldone.net/node/p1230_1,23,33,PER,Q48832071,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,162,168,WORK,Q188672,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,203,211,PER,Q2420669,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,458,464,WORK,Q188672,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,528,547,PER,Q4320785,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,793,810,PER,Q43899870,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,870,876,WORK,Q338489,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,983,989,WORK,Q338489,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,1094,1100,WORK,Q338489,-2.3212480545043945
https://digitalzibaldone.net/node/p1230_1,1147,1158,WORK,Q442240,-2.3212480545043945
https://digitalzibaldone.net/node/p1290_1,731,737,PER,Q289139,-3.678476572036743
https://digitalzibaldone.net/node/p1290_1,739,768,WORK,Q1385501,-3.678476572036743
https://digitalzibaldone.net/node/p1290_1,807,815,PER,Q3402865,-3.678476572036743
https://digitalzibaldone.net/node/p1290_1,821,827,PER,Q785925,-3.678476572036743
https://digitalzibaldone.net/node/p1302_1,910,917,PER,Q602054,-0.2720338702201843
https://digitalzibaldone.net/node/p1313_1,239,247,WORK,Q3924026,-0.15345025062561035
https://digitalzibaldone.net/node/p1329_1,356,364,PER,Q3826642,-10.003180503845215
https://digitalzibaldone.net/node/p1329_1,380,388,WORK,Q3924026,-10.003180503845215
https://digitalzibaldone.net/node/p1350_1,163,169,PER,Q670100,-3.4935402870178223
https://digitalzibaldone.net/node/p1366_1,21,26,PER,Q33923,-5.3307061195373535
https://digitalzibaldone.net/node/p1366_1,323,329,LOC,Q41,-5.3307061195373535
https://digitalzibaldone.net/node/p1366_1,590,598,WORK,Q3924026,-5.3307061195373535
https://digitalzibaldone.net/node/p1378_1,721,726,PER,Q1499745,-5.944267272949219
https://digitalzibaldone.net/node/p1445_1,129,135,PER,Q9438,-5.3564066886901855
https://digitalzibaldone.net/node/p1445_1,136,156,WORK,Q249697,-5.3564066886901855
https://digitalzibaldone.net/node/p1447_3,408,421,WORK,Q134189,-4.217360019683838
https://digitalzibaldone.net/node/p1450_1,1012,1022,WORK,Q767249,-3.4510107040405273
https://digitalzibaldone.net/node/p1454_1,561,565,WORK,Q3,-3.3415184020996094
https://digitalzibaldone.net/node/p1501_1,387,394,LOC,Q150,-6.701566696166992
https://digitalzibaldone.net/node/p1601_1,665,673,WORK,Q1208295,-1.401534080505371
https://digitalzibaldone.net/node/p1659_1,1064,1073,PER,Q1401,-1.779119610786438
https://digitalzibaldone.net/node/p1659_1,1822,1830,PER,Q704594,-1.779119610786438
https://digitalzibaldone.net/node/p1671_1,1137,1148,WORK,Q1218,-5.2762603759765625
https://digitalzibaldone.net/node/p1671_1,1321,1331,WORK,Q25397472,-5.2762603759765625
https://digitalzibaldone.net/node/p1678_1,383,388,PER,Q8502,-11.76479434967041
https://digitalzibaldone.net/node/p1678_1,390,398,WORK,Q3924026,-11.76479434967041
https://digitalzibaldone.net/node/p1678_1,637,643,WORK,Q188672,-11.76479434967041
https://digitalzibaldone.net/node/p1678_1,691,697,WORK,Q188672,-11.76479434967041
https://digitalzibaldone.net/node/p1678_1,751,757,WORK,Q188672,-11.76479434967041
https://digitalzibaldone.net/node/p1699_2,1323,1334,WORK,Q170201,-3.4320900440216064
https://digitalzibaldone.net/node/p1699_2,1391,1396,PER,Q529974,-3.4320900440216064
https://digitalzibaldone.net/node/p1699_2,1408,1418,PER,Q3657794,-3.4320900440216064
https://digitalzibaldone.net/node/p1794_1,230,251,PER,Q3695894,-2.095319986343384
https://digitalzibaldone.net/node/p1794_1,335,354,WORK,Q665934,-2.095319986343384
https://digitalzibaldone.net/node/p1822_1,618,634,PER,Q2629249,-9.931741714477539
https://digitalzibaldone.net/node/p1831_1,296,316,LOC,Q27509,-2.4872395992279053
https://digitalzibaldone.net/node/p1858_1,279,288,PER,Q2705569,-4.45823860168457
https://digitalzibaldone.net/node/p1858_1,315,328,PER,Q1048,-4.45823860168457
https://digitalzibaldone.net/node/p1867_1,1937,1955,PER,Q367208,-2.8446340560913086
https://digitalzibaldone.net/node/p1867_1,1965,1973,WORK,Q1192726,-2.8446340560913086
https://digitalzibaldone.net/node/p1950_1,220,225,PER,Q470551,-11.747954368591309
https://digitalzibaldone.net/node/p1980_1,396,401,PER,Q315370,-1.7508453130722046
https://digitalzibaldone.net/node/p1980_1,402,427,WORK,Q315370,-1.7508453130722046
https://digitalzibaldone.net/node/p2735_1,880,893,LOC,Q178897,-4.657331466674805
https://digitalzibaldone.net/node/p2771_1,241,245,PER,Q204064,-6.29317045211792
https://digitalzibaldone.net/node/p2778_1,1690,1696,PER,Q228002,-2.71250319480896
https://digitalzibaldone.net/node/p2778_1,1753,1760,PER,Q17487893,-2.71250319480896
