doc_id,start_pos,end_pos,type,identifier,score
https://digitalzibaldone.net/node/p1012_2,416,422,LOC,Q490,-7.03533411026001
https://digitalzibaldone.net/node/p1012_2,529,537,PER,Q1541,-7.03533411026001
https://digitalzibaldone.net/node/p1023_2,189,195,LOC,Q38,-5.211790561676025
https://digitalzibaldone.net/node/p1023_2,251,255,PER,Q1541,-5.211790561676025
https://digitalzibaldone.net/node/p1023_2,262,270,PER,Q1398,-5.211790561676025
https://digitalzibaldone.net/node/p1023_2,289,296,PER,Q1405,-5.211790561676025
https://digitalzibaldone.net/node/p1034_2,62,68,LOC,Q38,-2.330324649810791
https://digitalzibaldone.net/node/p1037_1,64,73,PER,Q117253,-5.053528308868408
https://digitalzibaldone.net/node/p1040_1,421,427,LOC,Q38,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,436,442,LOC,Q38060,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,642,648,LOC,Q38060,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,681,687,LOC,Q38,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,721,728,LOC,Q1460,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,740,746,LOC,Q38060,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,1300,1306,LOC,Q38,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,1312,1319,LOC,Q142,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,1610,1616,LOC,Q38,-3.946995496749878
https://digitalzibaldone.net/node/p1040_1,1622,1629,LOC,Q142,-3.946995496749878
https://digitalzibaldone.net/node/p1042_2,208,214,LOC,Q38,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,333,339,LOC,Q38060,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,442,448,LOC,Q38,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,632,638,LOC,Q38,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,965,971,LOC,Q38060,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,1112,1118,LOC,Q38,-4.241775035858154
https://digitalzibaldone.net/node/p1042_2,1171,1178,LOC,Q142,-4.241775035858154
https://digitalzibaldone.net/node/p1045_2,3,10,LOC,Q142,-3.839406967163086
https://digitalzibaldone.net/node/p1045_2,595,606,LOC,Q21,-3.839406967163086
https://digitalzibaldone.net/node/p1045_2,741,747,LOC,Q46,-3.839406967163086
https://digitalzibaldone.net/node/p1045_2,888,894,LOC,Q46,-3.839406967163086
https://digitalzibaldone.net/node/p1045_2,997,1008,PER,Q692,-3.839406967163086
https://digitalzibaldone.net/node/p1045_2,1074,1081,LOC,Q142,-3.839406967163086
https://digitalzibaldone.net/node/p1049_1,300,306,PER,Q6197,-5.694734573364258
