doc_id,surface,start_pos,end_pos,type,identifier
https://digitalzibaldone.net/node/p1000_1,Asia,390,394,LOC,Q48
https://digitalzibaldone.net/node/p1000_1,Roma,792,796,LOC,Q1747689
https://digitalzibaldone.net/node/p1000_1,Giuseppe Ebreo,19,33,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,Ittigio,181,188,PER,Q2424927
https://digitalzibaldone.net/node/p1000_1,Ittigio,1049,1056,PER,Q2424927
https://digitalzibaldone.net/node/p1000_1,Giosef.,195,202,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,Havercamp,208,217,PER,Q3483509
https://digitalzibaldone.net/node/p1000_1,Basnag.,290,297,PER,Q56006766
https://digitalzibaldone.net/node/p1000_1,Fabric.,325,332,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Fabric.,606,613,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Fabric.,825,832,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Fabric.,1064,1071,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Gioseffo,620,628,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,Vespasiano,1013,1023,PER,Q1419
https://digitalzibaldone.net/node/p1000_1,Tito,1028,1032,PER,Q1421
https://digitalzibaldone.net/node/p1000_1,Tillemont,1089,1098,PER,Q1361139
https://digitalzibaldone.net/node/p1000_1,della Guerra Giudaica,76,97,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Exercit. ad Baron.,298,316,WORK,viaf63159474176527661234
https://digitalzibaldone.net/node/p1000_1,de Bello Iud.,436,449,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,l. c.,614,619,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,l. c.,629,634,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,l. c.,959,964,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,l. c.,1057,1062,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Idem,953,957,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Empereurs,1100,1109,WORK,viaf1960152502961310800002
https://digitalzibaldone.net/node/p1004_2,Numanzia,222,230,LOC,Q623407
https://digitalzibaldone.net/node/p1004_2,Numanzia,1206,1214,LOC,Q623407
https://digitalzibaldone.net/node/p1009_3,Milano,347,353,LOC,Q490
https://digitalzibaldone.net/node/p1009_3,Annali di scienze e lettere,318,345,WORK,viaf315632680
https://digitalzibaldone.net/node/p1010_1,Andrès,38,44,PER,Q2758559
https://digitalzibaldone.net/node/p1010_1,Vitto,116,121,PER,viaf99337123
https://digitalzibaldone.net/node/p1010_1,Loschi,169,175,PER,Q97065959
https://digitalzibaldone.net/node/p1010_1,Celso,253,258,PER,Q312420
https://digitalzibaldone.net/node/p1010_1,Dell'Orig. d'ogni letteratura,46,75,WORK,viaf3844152684015723430008
https://digitalzibaldone.net/node/p1011_2,inghilterra,231,242,LOC,Q21
https://digitalzibaldone.net/node/p1011_2,Milano,386,392,LOC,Q490
https://digitalzibaldone.net/node/p1011_2,europa,592,598,LOC,Q46
https://digitalzibaldone.net/node/p1011_2,Andrès,288,294,PER,Q2758559
https://digitalzibaldone.net/node/p1011_2,Andrès,659,665,PER,Q2758559
https://digitalzibaldone.net/node/p1011_2,Tercier,479,486,PER,Q3174012
https://digitalzibaldone.net/node/p1011_2,luogo cit. di sopra,296,315,WORK,viaf3844152684015723430008
https://digitalzibaldone.net/node/p1011_2,Annali di Scienze e lettere,357,384,WORK,zibbibl002
https://digitalzibaldone.net/node/p1011_2,Ac. des Inscr.,519,533,WORK,zibbibl021
https://digitalzibaldone.net/node/p1012_1,Bonamy,106,112,PER,Q1440354
https://digitalzibaldone.net/node/p1012_1,Astruc,301,307,PER,Q560142
https://digitalzibaldone.net/node/p1012_1,Andrès,518,524,PER,Q2758559
https://digitalzibaldone.net/node/p1012_1,Discours sur l'introduction de la langue latine dans les Gaules,114,177,WORK,zibbibl020
https://digitalzibaldone.net/node/p1012_1,Mémoires de l'Ac. des inscr.,188,216,WORK,viaf177066221
https://digitalzibaldone.net/node/p1012_1,Ac. des Inscr.,309,323,WORK,viaf177066221
https://digitalzibaldone.net/node/p1012_2,Roma,276,280,LOC,Q1747689
https://digitalzibaldone.net/node/p1012_2,Milano,416,422,LOC,Q490
https://digitalzibaldone.net/node/p1012_2,Andrès,243,249,PER,Q2758559
https://digitalzibaldone.net/node/p1012_2,Andrès,540,546,PER,Q2758559
https://digitalzibaldone.net/node/p1012_2,Cicerone,529,537,PER,Q1541
https://digitalzibaldone.net/node/p1013_1,Andrès,126,132,PER,Q2758559
https://digitalzibaldone.net/node/p1013_1,Tercier,214,221,PER,Q3174012
https://digitalzibaldone.net/node/p1014_1,Milano,61,67,LOC,Q490
https://digitalzibaldone.net/node/p1014_2,Scozia,178,184,LOC,Q22
https://digitalzibaldone.net/node/p1014_2,Galles,200,206,LOC,Q25
https://digitalzibaldone.net/node/p1014_2,Beda,18,22,PER,Q154938
https://digitalzibaldone.net/node/p1014_2,Beda,513,517,PER,Q154938
https://digitalzibaldone.net/node/p1014_2,Andrès,95,101,PER,Q2758559
https://digitalzibaldone.net/node/p1014_2,Andrès,383,389,PER,Q2758559
https://digitalzibaldone.net/node/p1014_2,Cedmone monaco Benedettino,305,331,PER,Q381292
https://digitalzibaldone.net/node/p1014_2,Storia Ecclesiastica degli Angli,524,556,WORK,viaf3844152684015723430008
https://digitalzibaldone.net/node/p1014_3,Francia,93,100,LOC,Q142
https://digitalzibaldone.net/node/p1014_3,Marsiglia,134,143,LOC,Q23482
https://digitalzibaldone.net/node/p1015_1,Gallie,112,118,LOC,Q38060
https://digitalzibaldone.net/node/p1015_1,Gallie,164,170,LOC,Q38060
https://digitalzibaldone.net/node/p1015_1,Marsiglia,148,157,LOC,Q23482
https://digitalzibaldone.net/node/p1015_1,Cellar.,126,133,PER,Q62674
https://digitalzibaldone.net/node/p1015_1,Favorino Arelatense,200,219,PER,Q554387
https://digitalzibaldone.net/node/p1015_1,S. Ireneo,221,230,PER,Q182123
https://digitalzibaldone.net/node/p1015_1,Fabric.,277,284,PER,Q61894
https://digitalzibaldone.net/node/p1015_1,Luciano,299,306,PER,Q177847
https://digitalzibaldone.net/node/p1015_1,B. Gr.,308,314,WORK,Q20552068
https://digitalzibaldone.net/node/p1016_1,Roma,57,61,LOC,Q1747689
https://digitalzibaldone.net/node/p1018_1,Socrate,354,361,PER,Q913
https://digitalzibaldone.net/node/p1020_1,Livio,411,416,PER,Q2039
https://digitalzibaldone.net/node/p1020_1,Fabric.,663,670,PER,Q61894
https://digitalzibaldone.net/node/p1020_1,S. Ireneo,732,741,PER,Q182123
https://digitalzibaldone.net/node/p1020_1,Massuet,746,753,PER,Q7313763
https://digitalzibaldone.net/node/p1020_1,B. G.,678,683,WORK,Q20552068
https://digitalzibaldone.net/node/p1021_1,Toscana,481,488,LOC,Q1273
https://digitalzibaldone.net/node/p1021_1,italia,676,682,LOC,Q38
https://digitalzibaldone.net/node/p1021_2,italia,109,115,LOC,Q38
https://digitalzibaldone.net/node/p1021_2,italia,395,401,LOC,Q38
https://digitalzibaldone.net/node/p1021_2,francia,121,128,LOC,Q142
https://digitalzibaldone.net/node/p1021_2,Goldoni,582,589,PER,Q165534
https://digitalzibaldone.net/node/p1021_2,Meli,596,600,PER,Q1280606
https://digitalzibaldone.net/node/p1023_1,Andrès,182,188,PER,Q2758559
https://digitalzibaldone.net/node/p1023_1,Vitto,222,227,PER,viaf99337123
