doc_id,surface_form,start_pos,end_pos,type
https://digitalzibaldone.net/node/p1012_2,Andrès,243,249,PER
https://digitalzibaldone.net/node/p1012_2,Cicerone,529,537,PER
https://digitalzibaldone.net/node/p1012_2,Del quale antico volgare latino,556,587,WORK
https://digitalzibaldone.net/node/p1023_2,Cic.,251,255,PER
https://digitalzibaldone.net/node/p1023_2,Virgilio,262,270,PER
https://digitalzibaldone.net/node/p1023_2,Augusto,289,296,PER
https://digitalzibaldone.net/node/p1023_2,Andrès,425,431,PER
https://digitalzibaldone.net/node/p1034_2,Italia,62,68,LOC
https://digitalzibaldone.net/node/p1034_2,latino,178,184,PER
https://digitalzibaldone.net/node/p1034_2,noi,278,281,PER
https://digitalzibaldone.net/node/p1034_2,volgare,324,331,WORK
https://digitalzibaldone.net/node/p1034_2,latino,417,423,PER
https://digitalzibaldone.net/node/p1037_1,Demostene,64,73,PER
https://digitalzibaldone.net/node/p1037_1,Ateniese,114,122,PER
https://digitalzibaldone.net/node/p1040_1,Grecia,280,286,LOC
https://digitalzibaldone.net/node/p1040_1,Sicilia,721,728,LOC
https://digitalzibaldone.net/node/p1040_1,Gallie,740,746,LOC
https://digitalzibaldone.net/node/p1042_2,Roma,432,436,LOC
https://digitalzibaldone.net/node/p1042_2,Gallie,965,971,LOC
https://digitalzibaldone.net/node/p1042_2,Francia,1171,1178,LOC
https://digitalzibaldone.net/node/p1045_2,Francia,3,10,LOC
https://digitalzibaldone.net/node/p1045_2,Andrès,804,810,PER
https://digitalzibaldone.net/node/p1045_2,Shakespeare,997,1008,PER
https://digitalzibaldone.net/node/p1048_2,inglese,166,173,PER
https://digitalzibaldone.net/node/p1048_2,Castelvetro,902,913,PER
https://digitalzibaldone.net/node/p1049_1,francese,77,85,PER
https://digitalzibaldone.net/node/p1049_1,latina,145,151,PER
https://digitalzibaldone.net/node/p1049_1,Orazio,300,306,PER
https://digitalzibaldone.net/node/p1049_1,greco,497,502,PER
https://digitalzibaldone.net/node/p1049_1,Atticismo,716,725,WORK
https://digitalzibaldone.net/node/p1052_3,Padri,281,286,PER
https://digitalzibaldone.net/node/p1052_3,Chiesa Romana,709,722,LOC
https://digitalzibaldone.net/node/p1054_2,Sulzer,146,152,PER
https://digitalzibaldone.net/node/p1054_2,Forcellini,330,340,PER
https://digitalzibaldone.net/node/p1054_2,Saggio sugli Errori popol. degli antichi,347,387,WORK
https://digitalzibaldone.net/node/p1055_2,Soave,128,133,LOC
https://digitalzibaldone.net/node/p1055_2,Venezia,190,197,LOC
https://digitalzibaldone.net/node/p1056_3,Cicerone,425,433,PER
https://digitalzibaldone.net/node/p1056_3,Plauto,441,447,PER
https://digitalzibaldone.net/node/p1056_3,Terenzio,453,461,PER
https://digitalzibaldone.net/node/p1065_3,Scelta di Opuscoli interessanti,544,575,WORK
https://digitalzibaldone.net/node/p1065_3,Milano,577,583,LOC
https://digitalzibaldone.net/node/p1104_1,Dante,637,642,PER
https://digitalzibaldone.net/node/p1104_1,Crusca,653,659,WORK
https://digitalzibaldone.net/node/p1105_1,Forcellini,237,247,PER
https://digitalzibaldone.net/node/p1105_3,Virgilio,250,258,PER
https://digitalzibaldone.net/node/p1105_3,Siciliano,318,327,LOC
https://digitalzibaldone.net/node/p1139_1,Palamede,678,686,PER
https://digitalzibaldone.net/node/p1139_1,Hofmanno,839,847,PER
https://digitalzibaldone.net/node/p1139_1,Giapeto,1368,1375,PER
https://digitalzibaldone.net/node/p1139_1,Jafet,1380,1385,PER
https://digitalzibaldone.net/node/p1148_1,Forcellini,28,38,PER
https://digitalzibaldone.net/node/p1148_1,accipere,73,81,WORK
https://digitalzibaldone.net/node/p1148_1,accipere,242,250,WORK
https://digitalzibaldone.net/node/p1217_1,Vocabolario,57,68,WORK
https://digitalzibaldone.net/node/p1217_1,stranieri,233,242,PER
https://digitalzibaldone.net/node/p1230_1,Forcellini,23,33,PER
https://digitalzibaldone.net/node/p1230_1,Dante,186,191,PER
https://digitalzibaldone.net/node/p1230_1,Soderini,203,211,PER
https://digitalzibaldone.net/node/p1230_1,Pace da Certaldo,531,547,PER
https://digitalzibaldone.net/node/p1230_1,V. Monti,781,789,PER
https://digitalzibaldone.net/node/p1230_1,Vincenzo Lancetti,793,810,PER
https://digitalzibaldone.net/node/p1230_1,Du Cange,1150,1158,PER
https://digitalzibaldone.net/node/p1256_2,Omero,106,111,PER
https://digitalzibaldone.net/node/p1256_2,Raffaello,164,173,PER
https://digitalzibaldone.net/node/p1260_2,Alfieri,160,167,PER
https://digitalzibaldone.net/node/p1260_2,Vita,179,183,WORK
https://digitalzibaldone.net/node/p1270_2,alfabeto,77,85,WORK
https://digitalzibaldone.net/node/p1270_2,Fenicio,403,410,WORK
https://digitalzibaldone.net/node/p1270_2,Samaritano,416,426,WORK
https://digitalzibaldone.net/node/p1270_2,Ebraico,430,437,WORK
https://digitalzibaldone.net/node/p1270_2,Greco,442,447,WORK
https://digitalzibaldone.net/node/p1270_2,arcadico,451,459,WORK
https://digitalzibaldone.net/node/p1270_2,pelasgo,464,471,WORK
https://digitalzibaldone.net/node/p1270_2,Etrusco,475,482,WORK
https://digitalzibaldone.net/node/p1270_2,latino,487,493,WORK
https://digitalzibaldone.net/node/p1270_2,Copto,498,503,WORK
https://digitalzibaldone.net/node/p1270_2,Mesogotico,555,565,WORK
https://digitalzibaldone.net/node/p1270_2,Gotico,570,576,WORK
https://digitalzibaldone.net/node/p1270_2,tedesco,583,590,WORK
https://digitalzibaldone.net/node/p1270_2,Anglosassone,594,606,WORK
https://digitalzibaldone.net/node/p1270_2,russo,611,616,WORK
https://digitalzibaldone.net/node/p1270_2,Sir W. Jones,815,827,PER
https://digitalzibaldone.net/node/p1270_2,Persiani,928,936,PER
https://digitalzibaldone.net/node/p1270_2,Indiani,945,952,PER
https://digitalzibaldone.net/node/p1270_2,Romani,958,964,PER
https://digitalzibaldone.net/node/p1270_2,Greci,970,975,PER
https://digitalzibaldone.net/node/p1270_2,Goti,982,986,PER
https://digitalzibaldone.net/node/p1270_2,Ebrei,1043,1048,PER
https://digitalzibaldone.net/node/p1270_2,Arabi,1054,1059,PER
https://digitalzibaldone.net/node/p1270_2,Assirii,1065,1072,PER
https://digitalzibaldone.net/node/p1270_2,Abissinii,1164,1173,PER
https://digitalzibaldone.net/node/p1290_1,Orientali,26,35,PER
https://digitalzibaldone.net/node/p1290_1,Ebraici,372,379,PER
https://digitalzibaldone.net/node/p1290_1,Morery,731,737,PER
https://digitalzibaldone.net/node/p1290_1,Calmet,795,801,PER
https://digitalzibaldone.net/node/p1290_1,Prideaux,807,815,PER
https://digitalzibaldone.net/node/p1290_1,Vossio,821,827,PER
https://digitalzibaldone.net/node/p1290_1,Bibbia,1184,1190,WORK
https://digitalzibaldone.net/node/p1292_1,Monti,108,113,PER
https://digitalzibaldone.net/node/p1302_1,Gravina,910,917,PER
https://digitalzibaldone.net/node/p1313_1,Daniello Bartoli,135,151,PER
https://digitalzibaldone.net/node/p1313_1,Monti,232,237,PER
https://digitalzibaldone.net/node/p1313_1,Dante,1070,1075,PER
https://digitalzibaldone.net/node/p1327_1,Marmontel,101,110,PER
https://digitalzibaldone.net/node/p1329_1,Lancetti,356,364,PER
https://digitalzibaldone.net/node/p1329_1,Monti,368,373,PER
https://digitalzibaldone.net/node/p1329_1,Proposta,380,388,WORK
https://digitalzibaldone.net/node/p1336_2,Monti,412,417,PER
https://digitalzibaldone.net/node/p1336_2,Proposta,418,426,WORK
https://digitalzibaldone.net/node/p1336_2,Luglio,527,533,LOC
https://digitalzibaldone.net/node/p1350_1,Sulzer,163,169,PER
https://digitalzibaldone.net/node/p1350_1,Milano,202,208,LOC
https://digitalzibaldone.net/node/p1366_1,Dante,14,19,PER
https://digitalzibaldone.net/node/p1366_1,Petr. Bocc.,21,32,PER
https://digitalzibaldone.net/node/p1366_1,Omero,293,298,PER
https://digitalzibaldone.net/node/p1366_1,Grecia,323,329,LOC
https://digitalzibaldone.net/node/p1366_1,Monti,547,552,PER
https://digitalzibaldone.net/node/p1366_1,Frullone,571,579,PER
https://digitalzibaldone.net/node/p1366_1,Proposta ec. vol. 2. par. 1. appendice,590,628,WORK
https://digitalzibaldone.net/node/p1378_1,Gelli,721,726,PER
https://digitalzibaldone.net/node/p1378_1,Segneri,790,797,PER
https://digitalzibaldone.net/node/p1445_1,Delle feste nazionali {e patriotiche} de' greci e de' romani,7,67,WORK
https://digitalzibaldone.net/node/p1445_1,Thomas,129,135,PER
https://digitalzibaldone.net/node/p1445_1,Essai sur les Eloges,136,156,WORK
https://digitalzibaldone.net/node/p1445_1,il Meursio,207,217,PER
https://digitalzibaldone.net/node/p1445_1,Festis Graecorum o Romanorum,251,279,WORK
https://digitalzibaldone.net/node/p1447_3,Porfirio,398,406,PER
https://digitalzibaldone.net/node/p1447_3,Plotini,413,420,PER
https://digitalzibaldone.net/node/p1450_1,Rinaldo,1015,1022,WORK
https://digitalzibaldone.net/node/p1450_1,Tragedia,1045,1053,WORK
https://digitalzibaldone.net/node/p1454_1,Alfieri,529,536,PER
https://digitalzibaldone.net/node/p1468_1,Cartesio,92,100,PER
https://digitalzibaldone.net/node/p1487_1,Sulzer,328,334,PER
https://digitalzibaldone.net/node/p1515_1,francese,164,172,LOC
https://digitalzibaldone.net/node/p1515_1,italia,208,214,LOC
https://digitalzibaldone.net/node/p1515_1,spagna,220,226,LOC
https://digitalzibaldone.net/node/p1515_1,inghilterra,232,243,LOC
https://digitalzibaldone.net/node/p1557_1,Omero,104,109,PER
https://digitalzibaldone.net/node/p1589_2,opinione,32,40,PER
https://digitalzibaldone.net/node/p1589_2,assuefazione,48,60,PER
https://digitalzibaldone.net/node/p1589_2,Bologna,829,836,LOC
https://digitalzibaldone.net/node/p1601_1,Galli,338,343,PER
https://digitalzibaldone.net/node/p1601_1,Germani,350,357,PER
https://digitalzibaldone.net/node/p1601_1,Montesquieu Grandeur ec.,653,677,WORK
https://digitalzibaldone.net/node/p1650_1,Omero,363,368,PER
https://digitalzibaldone.net/node/p1659_1,Empire,338,344,WORK
https://digitalzibaldone.net/node/p1659_1,Wieland,514,521,PER
https://digitalzibaldone.net/node/p1659_1,Perticari,1064,1073,PER
https://digitalzibaldone.net/node/p1659_1,Salviati,1822,1830,PER
https://digitalzibaldone.net/node/p1671_1,Sismondi,1084,1092,PER
https://digitalzibaldone.net/node/p1671_1,Lusiade,1099,1106,WORK
https://digitalzibaldone.net/node/p1671_1,Gerusalemme,1137,1148,WORK
https://digitalzibaldone.net/node/p1671_1,Furioso,1324,1331,WORK
https://digitalzibaldone.net/node/p1671_1,Goffredo,1343,1351,WORK
https://digitalzibaldone.net/node/p1678_1,ae,35,37,WORK
https://digitalzibaldone.net/node/p1678_1,greco,210,215,WORK
https://digitalzibaldone.net/node/p1678_1,golpe,372,377,WORK
https://digitalzibaldone.net/node/p1678_1,Golpe,406,411,WORK
https://digitalzibaldone.net/node/p1678_1,volpe,482,487,WORK
https://digitalzibaldone.net/node/p1678_1,volo,489,493,WORK
https://digitalzibaldone.net/node/p1678_1,svelto,495,501,WORK
https://digitalzibaldone.net/node/p1678_1,verro,503,508,WORK
https://digitalzibaldone.net/node/p1678_1,verres,530,536,WORK
https://digitalzibaldone.net/node/p1678_1,gualchiera,591,601,WORK
https://digitalzibaldone.net/node/p1678_1,Crusca,637,643,WORK
https://digitalzibaldone.net/node/p1678_1,déguiser,704,712,WORK
https://digitalzibaldone.net/node/p1678_1,déviser,736,743,WORK
https://digitalzibaldone.net/node/p1678_1,inglese,853,860,WORK
https://digitalzibaldone.net/node/p1678_1,Sett,878,882,WORK
https://digitalzibaldone.net/node/p1699_2,Vegezio,1338,1345,PER
https://digitalzibaldone.net/node/p1699_2,Pelagonio,1425,1434,PER
https://digitalzibaldone.net/node/p1717_1,Periandro,61,70,PER
https://digitalzibaldone.net/node/p1720_1,Cartesio,200,208,PER
https://digitalzibaldone.net/node/p1773_1,il sillogismo,32,45,PER
https://digitalzibaldone.net/node/p1773_1,Adamo,447,452,PER
https://digitalzibaldone.net/node/p1773_1,la ragione umana,719,735,WORK
https://digitalzibaldone.net/node/p1794_1,Agesilao,157,165,PER
