doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,score
https://digitalzibaldone.net/node/p1012_2,243,249,Andrès,PER,Q2758559,Juan Andrés,0.975467686418663
https://digitalzibaldone.net/node/p1012_2,251,256,l. c.,WORK,NIL,,0.03518141928583097
https://digitalzibaldone.net/node/p1012_2,276,280,Roma,LOC,Q1747689,Civiltà romana,0.9738773658192421
https://digitalzibaldone.net/node/p1012_2,416,422,Milano,LOC,Q490,Milano,0.9885156558943448
https://digitalzibaldone.net/node/p1012_2,529,537,Cicerone,PER,Q1541,Marco Tullio Cicerone,0.9992322939390011
https://digitalzibaldone.net/node/p1012_2,540,546,Andrès,PER,Q2758559,Juan Andrés,0.9826172684098026
https://digitalzibaldone.net/node/p1012_2,548,553,l. c.,WORK,NIL,,0.03939107487919014
https://digitalzibaldone.net/node/p1023_2,52,64,impero greco,LOC,Q184313,Magna Grecia,0.5790693379391451
https://digitalzibaldone.net/node/p1023_2,189,195,italia,LOC,Q38,Italia,0.9964003786883997
https://digitalzibaldone.net/node/p1023_2,251,255,Cic.,PER,Q1541,Marco Tullio Cicerone,0.9598519131936522
https://digitalzibaldone.net/node/p1023_2,262,270,Virgilio,PER,Q1398,Publio Virgilio Marone,0.9987881852322028
https://digitalzibaldone.net/node/p1023_2,289,296,Augusto,PER,Q1405,Augusto,0.998527514970319
https://digitalzibaldone.net/node/p1023_2,425,431,Andrès,PER,Q2758559,Juan Andrés,0.9830446595869493
https://digitalzibaldone.net/node/p1034_2,62,68,Italia,LOC,Q38,Italia,0.994990872268256
https://digitalzibaldone.net/node/p1037_1,64,73,Demostene,PER,Q117253,Demostene,0.9971810519985622
https://digitalzibaldone.net/node/p1040_1,280,286,Grecia,LOC,Q11772,Antica Grecia,0.9495379733506142
https://digitalzibaldone.net/node/p1040_1,421,427,italia,LOC,Q38,Italia,0.99475833193002
https://digitalzibaldone.net/node/p1040_1,436,442,Gallie,LOC,Q38060,Gallia,0.9651316855101005
https://digitalzibaldone.net/node/p1040_1,642,648,Gallie,LOC,Q38060,Gallia,0.9651609288126233
https://digitalzibaldone.net/node/p1040_1,681,687,italia,LOC,Q38,Italia,0.99475833193002
https://digitalzibaldone.net/node/p1040_1,721,728,Sicilia,LOC,Q1460,Sicilia,0.9861621989176438
https://digitalzibaldone.net/node/p1040_1,740,746,Gallie,LOC,Q38060,Gallia,0.8219136092006594
https://digitalzibaldone.net/node/p1040_1,1300,1306,italia,LOC,Q38,Italia,0.9945226440381578
https://digitalzibaldone.net/node/p1040_1,1312,1319,Francia,LOC,Q142,Francia,0.9964812679256816
https://digitalzibaldone.net/node/p1040_1,1610,1616,italia,LOC,Q38,Italia,0.9950419242059807
https://digitalzibaldone.net/node/p1040_1,1622,1629,Francia,LOC,Q142,Francia,0.9965476504839551
https://digitalzibaldone.net/node/p1042_2,208,214,italia,LOC,Q38,Italia,0.9944487865961278
https://digitalzibaldone.net/node/p1042_2,333,339,Gallie,LOC,Q38060,Gallia,0.9451414847344686
https://digitalzibaldone.net/node/p1042_2,432,436,Roma,LOC,Q1747689,Civiltà romana,0.9803100697795605
https://digitalzibaldone.net/node/p1042_2,442,448,italia,LOC,Q38,Italia,0.99475833193002
https://digitalzibaldone.net/node/p1042_2,622,626,Roma,LOC,Q220,Roma,0.9616508034920392
https://digitalzibaldone.net/node/p1042_2,632,638,italia,LOC,Q38,Italia,0.9966963992505053
https://digitalzibaldone.net/node/p1042_2,965,971,Gallie,LOC,Q38060,Gallia,0.9643922255050779
https://digitalzibaldone.net/node/p1042_2,1112,1118,italia,LOC,Q38,Italia,0.9979651917606741
https://digitalzibaldone.net/node/p1042_2,1171,1178,Francia,LOC,Q142,Francia,0.996620990988141
https://digitalzibaldone.net/node/p1045_2,3,10,Francia,LOC,Q142,Francia,0.9925601032278053
https://digitalzibaldone.net/node/p1045_2,595,606,inghilterra,LOC,Q21,Inghilterra,0.9736241889790151
https://digitalzibaldone.net/node/p1045_2,741,747,europa,LOC,Q46,Europa,0.992760628900825
https://digitalzibaldone.net/node/p1045_2,804,810,Andrès,PER,Q2758559,Juan Andrés,0.9633030699390515
https://digitalzibaldone.net/node/p1045_2,888,894,europa,LOC,Q46,Europa,0.993270401007579
https://digitalzibaldone.net/node/p1045_2,997,1008,Shakespeare,PER,Q692,William Shakespeare,0.9997802575073724
https://digitalzibaldone.net/node/p1045_2,1074,1081,Francia,LOC,Q142,Francia,0.980844590304156
https://digitalzibaldone.net/node/p1048_2,902,913,Castelvetro,PER,Q936665,Lodovico Castelvetro,0.9985418457149313
https://digitalzibaldone.net/node/p1049_1,300,306,Orazio,PER,Q6197,Quinto Orazio Flacco,0.9945688170667141
https://digitalzibaldone.net/node/p1052_3,59,63,Cic.,PER,Q1541,Marco Tullio Cicerone,0.9417761311694868
https://digitalzibaldone.net/node/p1052_3,74,86,de Senectute,WORK,Q656161,De re publica,0.7511833148625948
https://digitalzibaldone.net/node/p1054_2,146,152,Sulzer,PER,Q116036,Johann Georg Sulzer,0.990716937783357
https://digitalzibaldone.net/node/p1054_2,330,340,Forcellini,WORK,Q550353,Egidio Forcellini,0.9316535983096196
https://digitalzibaldone.net/node/p1054_2,347,387,Saggio sugli Errori popol. degli antichi,WORK,NIL,,0.4808459204802812
https://digitalzibaldone.net/node/p1055_2,128,133,Soave,PER,Q47876,Soave,0.9548383701875449
https://digitalzibaldone.net/node/p1055_2,170,179,Compendio,WORK,NIL,,0.4070569886771375
https://digitalzibaldone.net/node/p1055_2,183,188,Locke,PER,Q9353,John Locke,0.9852802962823822
https://digitalzibaldone.net/node/p1055_2,190,197,Venezia,LOC,Q641,Venezia,0.9790135705397389
https://digitalzibaldone.net/node/p1056_3,425,433,Cicerone,PER,Q1541,Marco Tullio Cicerone,0.9991254578395293
https://digitalzibaldone.net/node/p1056_3,441,447,Plauto,PER,Q47160,Tito Maccio Plauto,0.9990056890609809
https://digitalzibaldone.net/node/p1056_3,453,461,Terenzio,PER,Q206119,Marco Terenzio Varrone,0.9975366362295213
https://digitalzibaldone.net/node/p1065_3,544,575,Scelta di Opuscoli interessanti,WORK,NIL,,0.01444307114419148
https://digitalzibaldone.net/node/p1065_3,577,583,Milano,LOC,Q490,Milano,0.9904554196037947
https://digitalzibaldone.net/node/p1104_1,502,513,Franciosini,PER,Q1767444,Lorenzo Franciosini,0.9944936320898988
https://digitalzibaldone.net/node/p1104_1,637,642,Dante,PER,Q1067,Dante Alighieri,0.998868207263521
https://digitalzibaldone.net/node/p1104_1,650,659,la Crusca,WORK,NIL,,0.10697283989769842
https://digitalzibaldone.net/node/p1105_1,237,247,Forcellini,WORK,Q550353,Egidio Forcellini,0.9803838846636566
https://digitalzibaldone.net/node/p1105_3,250,258,Virgilio,PER,Q1398,Publio Virgilio Marone,0.9929656033855074
https://digitalzibaldone.net/node/p1105_3,260,264,Aen.,WORK,Q60220,Eneide,0.5774261281070191
https://digitalzibaldone.net/node/p1105_3,313,327,lido Siciliano,LOC,NIL,,0.10351189377664502
https://digitalzibaldone.net/node/p1105_3,1017,1020,En.,WORK,NIL,,0.2571461519138359
https://digitalzibaldone.net/node/p1139_1,678,686,Palamede,PER,Q8739,Archimede,0.6616757752995917
https://digitalzibaldone.net/node/p1139_1,688,693,Plin.,PER,Q134189,Plotino,0.9960057554070592
https://digitalzibaldone.net/node/p1139_1,758,765,Servius,PER,NIL,,0.1794010979161227
https://digitalzibaldone.net/node/p1139_1,793,800,Fabric.,PER,NIL,,0.09413850957792846
