doc_id,start_pos,end_pos,surface,type,identifier,score
document_110065.html,70,76,Italia,LOC,Q38,-0.10406386107206345
document_110065.html,114,130,Azione Cattolica,ORG,Q3318304,-0.07994744181632996
document_110065.html,222,237,Sede Apostolica,ORG,Q159583,-0.0872405469417572
document_110065.html,628,644,Azione Cattolica,ORG,Q3318304,-0.08718913048505783
document_110065.html,725,741,Azione Cattolica,ORG,Q3318304,-0.0826922282576561
document_110065.html,985,995,Università,ORG,Q3918,-0.09705871343612671
document_110065.html,996,1002,Italia,LOC,Q38,-0.10090687870979309
document_110082.html,3,23,democrazia cristiana,ORG,Q815348,-0.07607760280370712
document_110082.html,83,89,Italia,LOC,Q38,-0.13736426830291748
document_110092.html,50,56,Sforza,PER,Q463243,-0.21832898259162903
document_110092.html,88,111,Comitati di liberazione,ORG,Q547858,-0.5281506776809692
document_110092.html,170,176,Sforza,PER,Q463243,-0.15475866198539734
document_110092.html,267,273,Italia,LOC,Q38,-0.11115056276321411
document_110092.html,296,306,Montevideo,LOC,Q1335,-0.08669207990169525
document_110139.html,172,179,Tunisia,LOC,Q948,-0.09167613089084625
document_110139.html,302,308,Italia,LOC,Q38,-0.12492755055427551
document_110177.html,48,64,Azione Cattolica,ORG,Q3318304,-0.07910074293613434
document_110177.html,77,81,Roma,LOC,Q220,-0.09980233758687973
document_110177.html,404,410,Italia,LOC,Q38,-0.1176360547542572
document_110177.html,1535,1551,Azione Cattolica,ORG,Q3318304,-0.08143750578165054
document_110199.html,232,238,Italia,LOC,Q38,-0.11293964087963104
document_110199.html,436,440,Roma,LOC,Q220,-0.09400513023138046
document_110199.html,509,513,FUCI,ORG,Q3091708,-0.08029920607805252
document_110205.html,158,163,Parri,PER,Q471315,-0.21908465027809143
document_110220.html,566,570,Roma,LOC,Q220,-0.09420783072710037
document_110220.html,984,990,Italia,LOC,Q38,-0.10278602689504623
document_121003.html,79,106,partito socialista italiano,ORG,Q590750,-0.1025507003068924
document_121020.html,13,17,Moro,PER,Q171834,-0.07999564707279205
document_121024.html,13,17,Moro,PER,Q171834,-0.1704442948102951
document_121024.html,78,85,La Pira,PER,Q543393,-0.1485757827758789
document_121024.html,158,163,Basso,PER,Q3229281,-0.20555652678012848
document_121024.html,382,389,La Pira,PER,Q543393,-0.13031883537769318
document_121043.html,13,17,Moro,PER,Q171834,-0.29546433687210083
document_121087.html,13,17,Moro,PER,Q171834,-0.1638048142194748
document_121087.html,206,215,Togliatti,PER,Q310158,-0.057682354003190994
document_121088.html,13,17,Moro,PER,Q171834,-0.278732568025589
document_121088.html,983,992,Terracini,PER,Q4003497,-0.3322546184062958
document_121093.html,13,17,Moro,PER,Q171834,-0.38402464985847473
document_121093.html,660,677,Consulta araldica,ORG,Q1822839,-0.07709437608718872
document_121097.html,111,115,Moro,PER,Q171834,-0.0990310087800026
document_121109.html,35,56,Assemblea costituente,ORG,Q1053185,-0.07955224812030792
document_121134.html,489,509,Democrazia cristiana,ORG,Q815348,-0.07225752621889114
document_121134.html,818,824,Italia,LOC,Q38,-0.11782623827457428
document_121142.html,67,83,Ferdinando Vegas,PER,Q21587924,-0.08106570690870285
document_121155.html,34,50,Adelchi Baratono,PER,Q3605170,-0.07655901461839676
document_121170.html,189,197,Targetti,PER,Q3742688,-0.4566991329193115
document_121186.html,100,121,Assemblea costituente,ORG,Q1053185,-0.08193319290876389
document_121217.html,198,213,Luciano Magrini,PER,Q28801839,-0.07864894717931747
document_121217.html,256,264,Il Mondo,ORG,Q3792807,-0.08907992392778397
document_121238.html,89,95,Italia,LOC,Q38,-0.11752685904502869
document_121238.html,167,183,Maria Montessori,PER,Q131117,-0.07412660866975784
document_121238.html,279,285,Italia,LOC,Q38,-0.11048517376184464
document_121245.html,37,43,Italia,LOC,Q38,-0.11587612330913544
document_122012.html,152,160,Polesine,LOC,Q1242205,-0.09140558540821075
document_122012.html,298,303,Nenni,PER,Q539486,-0.080734021961689
document_122018.html,78,94,Maria Montessori,PER,Q131117,-0.074090376496315
document_122018.html,279,295,Maria Montessori,PER,Q131117,-0.0747770369052887
document_122034.html,63,82,Camera dei Deputati,ORG,Q841424,-0.08880867063999176
document_122034.html,300,306,Camera,ORG,Q841424,-0.09635953605175018
document_122034.html,334,339,Leone,PER,Q1235,-0.21242694556713104
document_122034.html,349,369,Corte Costituzionale,ORG,Q981005,-0.16084468364715576
document_122034.html,461,467,Camera,ORG,Q841424,-0.09909429401159286
document_122034.html,709,715,Camera,ORG,Q841424,-0.09844639152288437
document_122034.html,955,965,Parlamento,ORG,Q1117578,-0.2497555911540985
document_122034.html,1055,1061,Camera,ORG,Q841424,-0.09822222590446472
document_122034.html,1181,1191,Parlamento,ORG,Q1117578,-0.27429497241973877
document_122044.html,111,127,Giuseppe Bettiol,PER,Q3770116,-0.08789562433958054
document_131006.html,26,33,Sicilia,LOC,Q1460,-0.1102602630853653
document_131006.html,48,55,Palermo,LOC,Q2656,-0.09508295357227325
document_131034.html,6,10,Moro,PER,Q171834,-0.07509350776672363
document_131034.html,447,451,D.C.,ORG,Q815348,-0.07683213800191879
document_131034.html,663,667,D.C.,ORG,Q815348,-0.08191125094890594
document_131058.html,45,49,Moro,PER,Q171834,-0.08842498809099197
document_131058.html,264,281,Partito comunista,ORG,Q461886,-0.14618119597434998
document_131067.html,649,651,DC,ORG,Q815348,-0.08943969011306763
document_131067.html,1192,1194,DC,ORG,Q815348,-0.09089165180921555
document_131067.html,1326,1328,DC,ORG,Q815348,-0.0885157436132431
document_131087.html,53,59,Napoli,LOC,Q2634,-0.09796276688575745
document_131087.html,106,110,D.C.,ORG,Q815348,-0.1189647763967514
document_131087.html,452,456,D.C.,ORG,Q815348,-0.1158188134431839
document_131087.html,486,492,Napoli,LOC,Q2634,-0.1010822281241417
document_131106.html,133,137,Roma,LOC,Q220,-0.10117685049772263
document_131106.html,139,145,Napoli,LOC,Q2634,-0.09845099598169327
document_131106.html,147,151,Bari,LOC,Q3519,-0.09661969542503357
document_131106.html,153,157,Pisa,LOC,Q13375,-0.09229744225740433
document_131106.html,159,165,Foggia,LOC,Q13464,-0.08638007938861847
document_131106.html,582,587,Paese,LOC,Q38,-0.1833297610282898
document_131111.html,754,758,Roma,LOC,Q220,-0.09812728315591812
document_131117.html,3,7,D.C.,ORG,Q815348,-0.18883328139781952
document_131119.html,2,8,Padova,LOC,Q617,-0.08625046163797379
document_131119.html,89,98,Aldo Moro,PER,Q171834,-0.08709409832954407
document_131119.html,175,182,Perugia,LOC,Q3437,-0.08798021823167801
document_131119.html,270,274,Moro,PER,Q171834,-0.08839509636163712
document_131126.html,534,536,DC,ORG,Q815348,-0.08682478964328766
document_131126.html,1626,1632,Napoli,LOC,Q2634,-0.09576241672039032
document_131128.html,19,39,Democrazia Cristiana,ORG,Q815348,-0.08035671710968018
document_131128.html,486,499,Nazioni Unite,ORG,Q1065,-0.08346932381391525
document_131130.html,281,301,democrazia cristiana,ORG,Q815348,-0.07993753254413605
document_131130.html,315,324,Togliatti,PER,Q310158,-0.056095320731401443
document_132006.html,44,54,Terrasanta,LOC,Q48175,-0.1156088337302208
document_132006.html,331,337,Chiesa,ORG,Q9592,-0.18025833368301392
document_132006.html,476,482,Chiesa,ORG,Q9592,-0.17134083807468414
document_132011.html,25,31,Italia,LOC,Q38,-0.11083266884088516
document_132011.html,684,690,Italia,LOC,Q38,-0.11135567724704742
document_132011.html,1088,1094,Italia,LOC,Q38,-0.11881986260414124
document_132028.html,39,42,Rai,ORG,Q19616,-0.09338298439979553
document_132065.html,167,170,IRI,ORG,Q1674879,-0.08743862062692642
document_132065.html,177,185,Alitalia,ORG,Q153975,-0.09531897306442261
document_132073.html,32,41,Aldo Moro,PER,Q171834,-0.08550039678812027
document_132073.html,67,71,Bari,LOC,Q3519,-0.11046537011861801
document_132109.html,50,55,Asahi,ORG,Q720503,-0.1941641867160797
document_132109.html,193,199,Italia,LOC,Q38,-0.19946609437465668
document_132109.html,292,300,Giappone,LOC,Q17,-0.0864703431725502
document_132124.html,39,49,Jugoslavia,LOC,Q36704,-0.16938789188861847
document_132165.html,54,58,Bari,LOC,Q3519,-0.1177775040268898
document_132165.html,216,220,Bari,LOC,Q3519,-0.10301180183887482
document_132165.html,317,321,Bari,LOC,Q3519,-0.12515753507614136
document_132165.html,523,528,Paese,LOC,Q38,-0.14229527115821838
document_132165.html,814,820,Italia,LOC,Q38,-0.10986441373825073
document_132165.html,1147,1158,Mezzogiorno,LOC,Q207989,-0.09427230060100555
document_132165.html,1161,1167,Italia,LOC,Q38,-0.11154773086309433
document_132171.html,218,225,Berlino,LOC,Q64,-0.08672841638326645
document_132179.html,444,463,Parlamento italiano,ORG,Q1117578,-0.09578102082014084
document_132179.html,611,618,Governo,ORG,Q3773971,-0.2679552137851715
document_132179.html,983,993,Alto Adige,LOC,Q15124,-0.0754232108592987
document_132179.html,1080,1086,Camera,ORG,Q841424,-0.09981857240200043
document_132183.html,32,41,Aldo Moro,PER,Q171834,-0.08611556142568588
document_132183.html,299,306,Salerno,LOC,Q1083,-0.0915926918387413
document_132198.html,2,9,Firenze,LOC,Q2044,-0.09598574042320251
document_132198.html,44,53,Aldo Moro,PER,Q171834,-0.08610614389181137
document_132198.html,77,87,Bargellini,PER,Q3903157,-0.5262535810470581
document_132198.html,216,223,Firenze,LOC,Q2044,-0.09677637368440628
document_132223.html,95,111,Governo italiano,ORG,Q3773971,-0.08842342346906662
document_132223.html,206,212,Italia,LOC,Q38,-0.12220946699380875
document_132230.html,398,403,Paese,LOC,Q38,-0.14488328993320465
document_132232.html,19,26,Codogno,LOC,Q42298,-0.0883217453956604
document_132257.html,2,7,Cuneo,LOC,Q5968,-0.10086273401975632
document_132257.html,41,50,Aldo Moro,PER,Q171834,-0.08863568305969238
document_132257.html,171,187,Giovanni Giraudo,PER,Q3767386,-0.08306466042995453
document_132257.html,289,293,Moro,PER,Q171834,-0.0902661457657814
document_132257.html,346,351,Cuneo,LOC,Q5968,-0.11031927913427353
document_132272.html,235,255,Democrazia Cristiana,ORG,Q815348,-0.07523655891418457
document_132274.html,77,87,Tremelloni,PER,Q3939205,-0.4988718032836914
document_132274.html,125,147,Ministero della Difesa,ORG,Q1855201,-0.08176598697900772
document_132289.html,387,402,Massimo Pilotti,PER,Q3851409,-0.0818624421954155
document_132289.html,410,426,Gaetano Azzariti,PER,Q3756893,-0.08264433592557907
document_132289.html,435,450,Andrea Torrente,PER,Q3616074,-0.11447516828775406
document_141002.html,218,259,Unione italiana delle Camere di Commercio,ORG,Q21236933,-0.10505816340446472
document_141016.html,648,668,Democrazia Cristiana,ORG,Q815348,-0.07374180853366852
document_141027.html,2,15,Caltanissetta,LOC,Q13680,-0.0847095176577568
document_141027.html,23,32,Aldo Moro,PER,Q171834,-0.08515357226133347
document_141027.html,62,82,Democrazia Cristiana,ORG,Q815348,-0.07302151620388031
