doc_id,surface,start_pos,end_pos,identifier,type,alias,score
document_132124.html,Jugoslavia,99,109,Q36704,LOC,Jugoslavia,109.53353881835938
document_132124.html,Stambolic,174,183,Q456898,PER,Ivan Stambolić,150.50204467773438
document_121160.html,presidente,80,90,Q11696,PER,Presidente degli Stati Uniti d'America,118.91636657714844
document_141114.html,Libia,233,238,Q1016,LOC,Libia,107.43692016601562
document_142145.html,Democrazia Cristiana,249,269,Q815348,ORG,Democrazia Cristiana,122.3387451171875
document_142145.html,Cappi,402,407,Q5725049,PER,Amedeo Fani,136.7452392578125
document_142145.html,Piccioni,416,424,Q430002,PER,Oreste Piccioni,130.30020141601562
document_142145.html,Gonella,433,440,Q1553555,PER,Guido Gonella,127.32415771484375
document_142145.html,Cingolani,449,458,Q318105,PER,Corneliu Zelea Codreanu,137.17608642578125
document_142145.html,Merlin,467,473,Q3619102,PER,Antonino Pietro Gullotti,126.882080078125
document_142145.html,Tupini,482,488,Q3741871,PER,Federico Rampini,131.43775939941406
document_142145.html,Fanfani,570,577,Q273228,PER,Amintore Fanfani,117.66780853271484
document_142145.html,Moro,586,590,Q171834,PER,Aldo Moro,112.52184295654297
document_142145.html,Rumor,599,604,Q47583,PER,Gianfranco Fini,133.8312530517578
document_142145.html,Colombo,613,620,Q47583,PER,Gianfranco Fini,121.24315643310547
document_142145.html,Andreotti,630,639,Q50005,PER,Giulio Andreotti,119.09771728515625
document_142145.html,Taviani,649,656,Q1379277,PER,Paolo Emilio Taviani,142.14886474609375
document_142145.html,De Mita,793,800,Q316226,PER,Ciriaco De Mita,145.93179321289062
document_142145.html,Marcora,810,817,Q47651,PER,Marco Pannella,133.00564575195312
document_142145.html,Morlino,827,834,Q3619102,PER,Antonino Pietro Gullotti,142.0614013671875
document_142145.html,Cossiga,844,851,Q47583,PER,Gianfranco Fini,159.36708068847656
document_142145.html,Gullotti,861,869,Q3619102,PER,Antonino Pietro Gullotti,133.81492614746094
