doc_id,surface,start_pos,end_pos,type,identifier,score
https://digitalzibaldone.net/node/p1012_2,Andrès,243,249,PER,Q2758559,142.0982666015625
https://digitalzibaldone.net/node/p1012_2,l. c.,251,256,WORK,Q9554,147.11428833007812
https://digitalzibaldone.net/node/p1012_2,Roma,276,280,LOC,Q220,107.20443725585938
https://digitalzibaldone.net/node/p1012_2,Milano,416,422,LOC,Q490,106.27069091796875
https://digitalzibaldone.net/node/p1012_2,Cicerone,529,537,PER,Q1541,137.3910675048828
https://digitalzibaldone.net/node/p1012_2,Andrès,540,546,PER,Q2758559,143.60165405273438
https://digitalzibaldone.net/node/p1012_2,l. c.,548,553,WORK,Q193506,154.78770446777344
https://digitalzibaldone.net/node/p1023_2,impero greco,52,64,LOC,Q184313,123.22703552246094
https://digitalzibaldone.net/node/p1023_2,italia,189,195,LOC,Q38,105.95694732666016
https://digitalzibaldone.net/node/p1023_2,Cic.,251,255,PER,Q1541,142.06549072265625
https://digitalzibaldone.net/node/p1023_2,Virgilio,262,270,PER,Q1398,129.63031005859375
https://digitalzibaldone.net/node/p1023_2,Augusto,289,296,PER,Q1405,128.1673583984375
https://digitalzibaldone.net/node/p1023_2,Andrès,425,431,PER,Q2758559,138.04055786132812
https://digitalzibaldone.net/node/p1034_2,Italia,62,68,LOC,Q38,103.93374633789062
https://digitalzibaldone.net/node/p1037_1,Demostene,64,73,PER,Q117253,126.43061828613281
https://digitalzibaldone.net/node/p1040_1,Grecia,280,286,LOC,Q184313,109.007568359375
https://digitalzibaldone.net/node/p1040_1,italia,421,427,LOC,Q38,105.10575866699219
https://digitalzibaldone.net/node/p1040_1,Gallie,436,442,LOC,Q38060,128.46432495117188
https://digitalzibaldone.net/node/p1040_1,Gallie,642,648,LOC,Q38060,132.40109252929688
https://digitalzibaldone.net/node/p1040_1,italia,681,687,LOC,Q38,104.68257141113281
https://digitalzibaldone.net/node/p1040_1,Sicilia,721,728,LOC,Q1460,108.37901306152344
https://digitalzibaldone.net/node/p1040_1,Gallie,740,746,LOC,Q38060,133.64910888671875
