doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,answer,score
https://digitalzibaldone.net/node/p1012_2,243,249,Andrès,PER,Q2758559,Juan Andrés,"```json {""wikipedia_page"":""Juan Andrés"", ""wikidata_id"":""Q2758559""} ```",0.9370822440462534
https://digitalzibaldone.net/node/p1012_2,416,422,Milano,LOC,Q490,Milano,"```json {""wikipedia_page"":""Milano"", ""wikidata_id"":""Q490""} ```",0.9995317423409458
https://digitalzibaldone.net/node/p1012_2,529,537,Cicerone,PER,Q1541,Marco Tullio Cicerone,"```json { ""wikipedia_page"": ""Marco Tullio Cicerone"", ""wikidata_id"": ""Q1541"" } ```",0.9991417573907705
https://digitalzibaldone.net/node/p1012_2,540,546,Andrès,PER,Q2758559,Juan Andrés,"```json { ""wikipedia_page"": ""Juan Andrés"", ""wikidata_id"": ""Q2758559"" } ```",0.9769595913009915
https://digitalzibaldone.net/node/p1023_2,251,255,Cic.,PER,Q1541,Marco Tullio Cicerone,"```json {""wikipedia_page"": ""Marco Tullio Cicerone"", ""wikidata_id"": ""Q1541""} ```",0.917159275054723
https://digitalzibaldone.net/node/p1023_2,262,270,Virgilio,PER,Q1398,Publio Virgilio Marone,"```json { ""wikipedia_page"": ""Publio Virgilio Marone"", ""wikidata_id"": ""Q1398"" } ```",0.9994771817273818
https://digitalzibaldone.net/node/p1023_2,289,296,Augusto,PER,Q1405,Augusto,"```json {""wikipedia_page"":""Augusto"", ""wikidata_id"":""Q1405""} ```",0.9947320600025608
https://digitalzibaldone.net/node/p1023_2,425,431,Andrès,PER,Q2758559,Juan Andrés,"```json {""wikipedia_page"":""Juan Andrés"", ""wikidata_id"":""Q2758559""} ```",0.906422654650595
https://digitalzibaldone.net/node/p1034_2,62,68,Italia,LOC,Q38,Italia,"```json { ""wikipedia_page"": ""Italia"", ""wikidata_id"": ""Q38"" } ```",0.999646126471963
https://digitalzibaldone.net/node/p1037_1,64,73,Demostene,PER,Q117253,Demostene,"```json {""wikipedia_page"":""Demostene"", ""wikidata_id"":""Q117253""} ```",0.9969352775011994
https://digitalzibaldone.net/node/p1040_1,280,286,Grecia,LOC,Q11772,Antica Grecia,"```json { ""wikipedia_page"": ""Antica Grecia"", ""wikidata_id"": ""Q11772"" } ```",0.9099908238238458
https://digitalzibaldone.net/node/p1040_1,436,442,Gallie,LOC,Q38060,Gallia,"```json {""wikipedia_page"":""Gallia"", ""wikidata_id"":""Q38060""} ```",0.8854563834756228
https://digitalzibaldone.net/node/p1040_1,642,648,Gallie,LOC,Q38060,Gallia,"```json {""wikipedia_page"":""Gallia"", ""wikidata_id"":""Q38060""} ```",0.9695459410752982
https://digitalzibaldone.net/node/p1040_1,681,687,italia,LOC,Q38,Italia,"```json { ""wikipedia_page"": ""Italia"", ""wikidata_id"": ""Q38"" } ```",0.9995932931176914
https://digitalzibaldone.net/node/p1040_1,721,728,Sicilia,LOC,Q1460,Sicilia,"```json {""wikipedia_page"":""Sicilia"", ""wikidata_id"":""Q1460""} ```",0.9872123900265944
https://digitalzibaldone.net/node/p1040_1,740,746,Gallie,LOC,Q38060,Gallia,"```json {""wikipedia_page"":""Gallia"", ""wikidata_id"":""Q38060""} ```",0.9740217073464481
https://digitalzibaldone.net/node/p1040_1,1300,1306,italia,LOC,Q38,Italia,"```json { ""wikipedia_page"":""Italia"", ""wikidata_id"":""Q38"" } ```",0.9994492217495231
https://digitalzibaldone.net/node/p1040_1,1312,1319,Francia,LOC,Q142,Francia,"```json {""wikipedia_page"":""Francia"", ""wikidata_id"":""Q142""} ```",0.9975095036288898
https://digitalzibaldone.net/node/p1040_1,1610,1616,italia,LOC,Q38,Italia,"```json {""wikipedia_page"":""Italia"", ""wikidata_id"":""Q38""} ```",0.9995802019146861
