doc_id,start_pos,end_pos,surface,type,identifier,score
document_110003.html,355,361,Italia,LOC,Q36704,-4.294229030609131
document_110005.html,110,120,Università,ORG,Q313535,-4.294229030609131
document_110005.html,139,143,Fera,PER,Q332711,-1.831823706626892
document_110005.html,208,214,Italia,LOC,Q1016,-2.7895348072052
document_110021.html,77,106,Universitari Italiani di A.C.,ORG,Q815348,-2.4223952293395996
document_110021.html,143,153,Università,ORG,Q163900,-2.4223952293395996
document_110032.html,44,60,Tommaso d’Aquino,PER,Q472756,-2.4223952293395996
document_110032.html,66,78,Universitari,ORG,Q943210,-2.4223952293395996
document_110032.html,82,98,Azione Cattolica,ORG,Q472756,-2.4223952293395996
document_110032.html,151,163,Associazione,ORG,Q1720224,-2.4223952293395996
document_110032.html,208,219,San Tommaso,PER,Q3954040,-2.4223952293395996
document_110032.html,622,628,Chiesa,ORG,Q3112431,-2.4223952293395996
document_110032.html,772,782,S. Tommaso,PER,Q472756,-2.4223952293395996
document_110033.html,46,66,Università Cattolica,ORG,Q472756,-2.4223952293395996
document_110033.html,135,141,Italia,LOC,Q3773785,-2.4223952293395996
document_110033.html,319,335,Azione Cattolica,ORG,Q1720224,-2.4223952293395996
document_110033.html,526,542,Azione Cattolica,ORG,Q4021359,-2.4223952293395996
document_110033.html,701,711,Università,ORG,Q539890,-2.4223952293395996
document_110035.html,114,120,Italia,LOC,Q126711,-2.4223952293395996
document_110035.html,310,315,paese,LOC,Q4010756,-2.4223952293395996
document_110043.html,100,104,Roma,LOC,Q3112309,-2.4223952293395996
document_110043.html,185,197,Associazioni,ORG,Q80973,-2.4223952293395996
document_110048.html,79,109,Universitari Italiani di A. C.,ORG,Q6501447,-2.4223952293395996
document_110048.html,146,156,Università,ORG,Q38,-2.2280728816986084
document_110058.html,103,107,Fuci,ORG,Q9592,-2.2280728816986084
document_110080.html,333,341,Badoglio,PER,Q220,-2.5668671131134033
document_110080.html,368,373,paese,LOC,Q40,-2.5668671131134033
document_110088.html,233,240,partiti,ORG,Q38,-2.5668671131134033
document_110088.html,936,956,democrazia cristiana,ORG,Q207989,-3.657026767730713
document_110088.html,1614,1621,Pio XII,PER,Q38,-3.657026767730713
document_110091.html,52,61,Atlantico,LOC,Q3229281,-0.9004611372947693
