doc_id,start_pos,end_pos,type,identifier,score
document_110005.html,139,143,PER,Q3742664,-3.7590830326080322
document_110021.html,77,106,ORG,Q3551649,-1.608359456062317
document_110032.html,66,78,ORG,Q3918,-4.007487773895264
document_110032.html,151,163,ORG,Q48204,-4.007487773895264
document_110032.html,622,628,ORG,Q9592,-4.007487773895264
document_110032.html,772,782,PER,Q43669,-4.007487773895264
document_110035.html,310,315,LOC,Q6256,-2.665093421936035
document_110043.html,185,197,ORG,Q48204,-4.62825870513916
document_110048.html,79,109,ORG,Q3551649,-1.4510709047317505
document_110080.html,368,373,LOC,Q6256,-2.6945106983184814
document_110111.html,99,105,ORG,Q9592,-2.2280728816986084
document_110170.html,103,108,LOC,Q6256,-3.2347989082336426
document_110183.html,283,290,ORG,Q189171,-2.9489753246307373
document_110183.html,778,787,ORG,Q1126102,-2.9489753246307373
document_110183.html,1519,1524,LOC,Q6256,-2.9489753246307373
document_110183.html,1770,1775,LOC,Q6256,-2.9489753246307373
document_110186.html,90,96,PER,Q482980,-2.080819606781006
document_110199.html,652,661,ORG,Q1126102,-2.348520278930664
document_110234.html,118,136,ORG,Q1054679,-3.515817165374756
document_110234.html,186,195,ORG,Q1126102,-3.515817165374756
document_110234.html,368,374,ORG,Q1231328,-3.515817165374756
document_110234.html,400,409,ORG,Q1126102,-3.515817165374756
document_121005.html,407,413,PER,Q65146751,-8.530691146850586
document_121005.html,429,438,PER,Q3750849,-8.530691146850586
document_121009.html,124,146,ORG,Q199820,-2.0039315223693848
document_121032.html,199,207,PER,Q185498,-5.677950382232666
document_121032.html,497,505,PER,Q185498,-5.677950382232666
document_121053.html,119,129,PER,Q332711,-1.7987446784973145
document_121063.html,372,381,PER,Q352539,-9.718147277832031
document_121081.html,57,63,ORG,Q9592,-2.571179151535034
document_121093.html,232,238,PER,Q134737,-4.639787673950195
document_121097.html,63,81,ORG,Q3684781,-2.5785601139068604
document_121097.html,120,126,ORG,Q9592,-2.5785601139068604
document_121107.html,1199,1208,ORG,Q1752346,-2.4590671062469482
document_121135.html,277,282,PER,Q30669234,-7.746087074279785
document_121137.html,16,27,ORG,Q1053185,-2.794499397277832
document_121137.html,255,261,ORG,Q9592,-2.794499397277832
document_121160.html,80,90,PER,Q332711,-1.831823706626892
document_121161.html,57,67,PER,Q332711,-1.6551437377929688
document_121161.html,892,902,PER,Q332711,-1.6551437377929688
document_121164.html,74,84,PER,Q737211,-2.906463146209717
document_121164.html,159,168,PER,Q3849261,-2.906463146209717
document_121164.html,355,364,ORG,Q1752346,-2.906463146209717
