doc_id,surface,start_pos,end_pos,type,identifier
document_110005.html,Fera,139,143,PER,Q63969741
document_110021.html,Universitari Italiani di A.C.,77,106,ORG,Q3091708
document_110032.html,Universitari,66,78,ORG,Q3091708
document_110032.html,Associazione,151,163,ORG,Q3091708
document_110032.html,Chiesa,622,628,ORG,Q34651
document_110032.html,S. Tommaso,772,782,PER,Q9438
document_110035.html,paese,310,315,LOC,Q38
document_110043.html,Associazioni,185,197,ORG,Q3091708
document_110048.html,Universitari Italiani di A. C.,79,109,ORG,Q3091708
document_110080.html,paese,368,373,LOC,Q38
document_110111.html,Chiesa,99,105,ORG,Q34651
document_110170.html,paese,103,108,LOC,Q38
document_110183.html,Sezione,283,290,ORG,Q3866579
document_110183.html,Movimento,778,787,ORG,Q3866579
document_110183.html,paese,1519,1524,LOC,Q38
document_110183.html,paese,1770,1775,LOC,Q38
document_110186.html,Autore,90,96,PER,Q168431
document_110199.html,Movimento,652,661,ORG,Q3866579
document_110234.html,Laureati Cattolici,118,136,ORG,Q3866579
document_110234.html,Movimento,186,195,ORG,Q3866579
document_110234.html,A.C.I.,368,374,ORG,Q3318304
document_110234.html,Movimento,400,409,ORG,Q3866579
document_121005.html,Grassi,407,413,PER,Q2544332
document_121005.html,Cevolotto,429,438,PER,Q3848440
document_121009.html,conferenza per la pace,124,146,ORG,Q322943
document_121032.html,Lucifero,199,207,PER,Q3938910
document_121032.html,Lucifero,497,505,PER,Q3938910
document_121053.html,Presidente,119,129,PER,Q4003498
document_121063.html,Cevolotto,372,381,PER,Q3848440
document_121081.html,Chiesa,57,63,ORG,Q34651
document_121093.html,Nobile,232,238,PER,Q291200
document_121097.html,commissione dei 75,63,81,ORG,Q3684787
document_121097.html,Chiesa,120,126,ORG,Q34651
document_121107.html,Assemblea,1199,1208,ORG,Q1053185
document_121135.html,Sullo,277,282,PER,Q3745884
document_121137.html,Costituente,16,27,ORG,Q1900755
document_121137.html,Chiesa,255,261,ORG,Q34651
document_121160.html,presidente,80,90,PER,Q4003497
document_121161.html,Presidente,57,67,PER,Q4003497
document_121161.html,Presidente,892,902,PER,Q4003497
document_121164.html,Presidente,74,84,PER,Q4003497
document_121164.html,Zuccarini,159,168,PER,Q50772684
document_121164.html,Assemblea,355,364,ORG,Q1053185
document_121201.html,Cremaschi,1358,1367,PER,Q3659225
document_121225.html,Comune,54,60,LOC,Q3519
document_121235.html,Chiesa,197,203,ORG,Q34651
document_121247.html,Bertola,92,99,PER,Q3731968
document_122004.html,Marchesi,1588,1596,PER,Q3686190
document_122019.html,Pajetta,59,66,PER,Q3762932
document_122028.html,Russo,198,203,PER,Q3659814
document_122036.html,Ministro,268,276,PER,Q273228
document_122036.html,Egli,768,772,PER,Q273228
document_122053.html,Ministro,284,292,PER,Q1240
document_122071.html,Morelli,91,98,PER,Q32281802
document_131019.html,Salizzoni,99,108,PER,Q3617210
document_131019.html,Laura,355,360,PER,Q16554335
document_131021.html,Capo provvisorio dello Stato,184,212,PER,Q1245
document_131025.html,De Rosa,234,241,PER,Q3756578
document_131025.html,Gonella,258,265,PER,Q1553555
document_131025.html,Gallo,279,284,PER,Q47491456
document_131030.html,Bonomi,82,88,PER,Q3893797
document_131030.html,Bonomi,405,411,PER,Q3893797
document_131030.html,Coltivatori Diretti,461,480,ORG,Q3682549
document_131030.html,Coltivatori Diretti,659,678,ORG,Q3682549
document_131030.html,Bonomi,1039,1045,PER,Q3893797
document_131055.html,Signorello,416,426,PER,Q3876364
document_131055.html,Pastore,525,532,PER,Q3769740
document_131055.html,Della Porta,742,753,PER,Q3771907
document_131079.html,Scaglia,243,250,PER,Q3766748
document_131130.html,Presidente,83,93,PER,Q273228
document_131130.html,partito comunista,596,613,ORG,Q461886
document_131143.html,partito comunista,544,561,ORG,Q461886
document_131143.html,partito comunista,786,803,ORG,Q461886
document_131160.html,Leone,142,147,PER,Q1235
document_132010.html,Salizzoni,606,615,PER,Q3617210
document_132014.html,Partito,84,91,ORG,Q815348
document_132026.html,alleanza,708,716,ORG,Q7184
document_132026.html,alleanza,963,971,ORG,Q7184
