doc_id,start_pos,end_pos,surface,type,identifier,score
document_110065.html,84,110,Associazioni Universitarie,ORG,Q48204,-0.6291856169700623
document_110065.html,248,259,Padre Santo,PER,Q19546,-0.36111384630203247
document_110065.html,515,521,Cristo,PER,Q642420,-0.13238108158111572
document_110065.html,582,588,Chiesa,ORG,Q9592,-0.09907790273427963
document_110065.html,687,703,Beatissimo Padre,PER,Q19546,-0.19966967403888702
document_110065.html,709,721,Universitari,ORG,Q3918,-0.10451196134090424
document_110092.html,278,285,America,LOC,Q828,-0.16140316426753998
document_110177.html,1608,1613,Paese,LOC,Q6256,-0.11230974644422531
document_110199.html,620,629,Movimento,ORG,Q1126102,-0.10368327051401138
document_110205.html,30,40,Margadonna,PER,Q465178,-0.7514770030975342
document_110220.html,130,148,Laureati Cattolici,ORG,Q1054679,-0.4138251841068268
document_110220.html,523,531,Laureati,ORG,Q1054679,-0.3185676634311676
document_110220.html,631,649,Laureati Cattolici,ORG,Q1054679,-0.44976919889450073
document_110220.html,658,689,Unioni Professionali Cattoliche,ORG,Q1060617,-0.3716755211353302
document_110220.html,834,843,Movimento,ORG,Q1126102,-0.12772497534751892
document_110220.html,912,920,Laureati,ORG,Q1054679,-0.3164610266685486
document_121020.html,75,85,Presidente,PER,Q332711,-0.28284239768981934
document_121020.html,123,134,Commissione,ORG,Q2986700,-0.14676038920879364
document_121020.html,233,243,Presidente,PER,Q332711,-0.221818208694458
document_121024.html,169,177,Marchesi,PER,Q47491672,-0.6014979481697083
document_121043.html,84,92,Marchesi,PER,Q47491672,-0.6091457009315491
document_121087.html,145,154,Cevolotto,PER,Q451293,-2.783383369445801
document_121088.html,198,207,Cevolotto,PER,Q3762603,-2.1843199729919434
document_121093.html,208,214,Nobile,PER,Q134737,-0.10001711547374725
document_121097.html,76,82,Chiesa,ORG,Q9592,-0.13941560685634613
document_121170.html,58,69,Commissione,ORG,Q2986700,-0.12394183874130249
document_121186.html,174,194,Corte costituzionale,ORG,Q32766,-0.15224160254001617
document_121186.html,353,363,Condorelli,PER,Q32544224,-0.5385077595710754
document_121238.html,356,361,Paese,LOC,Q6256,-0.15650522708892822
document_122018.html,207,217,Parlamento,ORG,Q35749,-0.17840318381786346
document_122034.html,407,416,Assemblea,ORG,Q1752346,-0.3004685640335083
document_122044.html,7,17,Presidente,PER,Q15814195,-0.270346462726593
document_122067.html,68,74,Mattei,PER,Q16576442,-0.5043363571166992
document_131034.html,394,401,Partito,ORG,Q47729,-0.1427171230316162
document_131111.html,176,184,Berloffa,PER,Q821953,-1.6859346628189087
document_131111.html,1793,1800,Partito,ORG,Q7278,-0.250222772359848
document_131126.html,980,987,Partito,ORG,Q7278,-0.24453526735305786
document_131128.html,925,933,Alleanza,ORG,Q878249,-0.17479273676872253
document_131130.html,25,35,Presidente,PER,Q796897,-0.3099541962146759
document_131130.html,220,227,Governo,ORG,Q3773971,-0.2611411213874817
document_131130.html,428,435,Governo,ORG,Q3773971,-0.23999586701393127
document_131130.html,538,555,partito comunista,ORG,Q233591,-0.17230911552906036
document_132006.html,25,40,Sommo Pontefice,PER,Q19546,-0.08421680331230164
document_132011.html,127,132,Paese,LOC,Q6256,-0.1949453502893448
document_132028.html,135,142,Governo,ORG,Q7188,-0.21159982681274414
document_132065.html,311,320,Carandini,PER,Q2846314,-0.3922412097454071
document_132108.html,175,180,Togni,PER,Q40106110,-1.387450098991394
document_132124.html,114,123,Stambolic,PER,Q313535,-1.741913914680481
document_132165.html,406,413,Governo,ORG,Q7188,-0.25544700026512146
document_132165.html,1272,1279,Governo,ORG,Q7188,-0.23932096362113953
document_132179.html,748,755,Governo,ORG,Q7188,-0.24740377068519592
document_132179.html,769,779,Parlamento,ORG,Q35749,-0.22914808988571167
document_132179.html,819,828,Almirante,PER,Q2649709,-0.09920968860387802
document_132179.html,875,882,Governo,ORG,Q7188,-0.24570439755916595
document_132183.html,128,139,Arcivescovo,PER,Q49476,-0.15681049227714539
document_132183.html,342,347,Menna,PER,Q29913463,-3.082797050476074
document_132198.html,178,185,Governo,ORG,Q7188,-0.336424857378006
document_132230.html,176,195,Consiglio nazionale,ORG,Q676078,-0.20909669995307922
