doc_id,start_pos,end_pos,type,identifier,score
document_110003.html,336,342,LOC,Q38,-2.3525545597076416
document_110005.html,87,97,ORG,Q3918,-2.7351951599121094
document_110005.html,116,120,PER,Q3742664,-2.7351951599121094
document_110005.html,185,191,LOC,Q38,-2.7351951599121094
document_110029.html,60,68,PER,Q9200,-2.565094470977783
document_110029.html,80,92,ORG,Q479048,-2.565094470977783
document_110029.html,383,389,ORG,Q9592,-2.565094470977783
document_110029.html,494,516,ORG,Q4005878,-2.565094470977783
document_110032.html,24,40,PER,Q9438,-4.007487773895264
document_110032.html,46,58,ORG,Q3918,-4.007487773895264
document_110032.html,62,78,ORG,Q3318304,-4.007487773895264
document_110032.html,131,143,ORG,Q48204,-4.007487773895264
document_110032.html,188,199,PER,Q9438,-4.007487773895264
document_110032.html,602,608,ORG,Q9592,-4.007487773895264
document_110032.html,752,762,PER,Q43669,-4.007487773895264
document_110034.html,49,56,LOC,Q2044,-4.628795146942139
document_110034.html,161,189,ORG,Q3318304,-4.628795146942139
document_110041.html,84,88,ORG,Q3091708,-2.449889659881592
document_110041.html,180,192,ORG,Q48204,-2.449889659881592
document_110041.html,1109,1121,ORG,Q48204,-2.449889659881592
document_110041.html,1159,1171,ORG,Q48204,-2.449889659881592
document_110041.html,1470,1474,ORG,Q3091708,-2.449889659881592
document_110047.html,179,191,ORG,Q48204,-4.627818584442139
document_110057.html,58,70,ORG,Q48204,-3.2998244762420654
document_110057.html,88,104,ORG,Q3318304,-3.2998244762420654
document_110057.html,508,520,ORG,Q48204,-3.2998244762420654
document_110063.html,62,98,ORG,Q229022,-0.09939202666282654
document_110072.html,94,98,ORG,Q3091708,-2.389803886413574
document_110079.html,618,624,LOC,Q46,-5.60573673248291
document_110087.html,5,11,LOC,Q38,-0.12746065855026245
document_110087.html,130,136,LOC,Q38,-0.12746065855026245
document_110087.html,236,242,LOC,Q38,-0.12746065855026245
document_110087.html,304,313,PER,Q23559,-0.12746065855026245
document_110088.html,202,209,ORG,Q7278,-3.3687386512756348
document_110088.html,905,925,ORG,Q815348,-3.3687386512756348
document_110088.html,1583,1590,PER,Q2604,-3.3687386512756348
document_110090.html,27,49,PER,Q8007,-4.84050989151001
document_110090.html,919,927,LOC,Q5776,-4.84050989151001
document_110095.html,21,28,PER,Q959664,-2.7261550426483154
document_110095.html,105,110,LOC,Q6256,-2.7261550426483154
document_110095.html,531,540,PER,Q8016,-2.7261550426483154
document_110095.html,593,599,LOC,Q38,-2.7261550426483154
document_110095.html,676,688,ORG,Q772547,-2.7261550426483154
document_110095.html,720,724,LOC,Q220,-2.7261550426483154
document_110095.html,770,775,LOC,Q6256,-2.7261550426483154
document_110108.html,41,56,PER,Q192348,-3.425981044769287
document_110108.html,128,134,LOC,Q38,-3.425981044769287
document_110114.html,114,120,LOC,Q38,-2.687270402908325
document_110118.html,42,56,PER,Q611927,-0.08575321733951569
document_110137.html,35,50,PER,Q691973,-0.05773477256298065
document_110139.html,172,179,LOC,Q948,-2.401536226272583
document_110139.html,302,308,LOC,Q38,-2.401536226272583
document_110143.html,27,33,LOC,Q38,-2.8420071601867676
document_110144.html,38,43,PER,Q186350,-6.0263285636901855
document_110156.html,18,33,PER,Q4267021,-4.573574542999268
document_110156.html,368,374,LOC,Q46,-4.573574542999268
document_110160.html,31,40,ORG,Q178790,-10.619274139404297
document_110160.html,85,91,LOC,Q38,-10.619274139404297
document_110160.html,188,197,ORG,Q178790,-10.619274139404297
document_110162.html,194,201,ORG,Q7278,-2.263934373855591
document_110162.html,302,308,LOC,Q38,-2.263934373855591
document_110169.html,3,21,ORG,Q3866579,-4.98483943939209
document_110169.html,36,52,ORG,Q3318304,-4.98483943939209
document_110183.html,254,261,ORG,Q189171,-2.9489753246307373
document_110183.html,476,482,LOC,Q38,-2.9489753246307373
document_110183.html,659,677,ORG,Q3866579,-2.9489753246307373
document_110183.html,749,758,ORG,Q1126102,-2.9489753246307373
document_110183.html,1490,1495,LOC,Q6256,-2.9489753246307373
document_110183.html,1616,1632,ORG,Q3318304,-2.9489753246307373
document_110183.html,1639,1657,ORG,Q3866579,-2.9489753246307373
document_110183.html,1741,1746,LOC,Q6256,-2.9489753246307373
document_110192.html,167,173,ORG,Q9592,-2.5602989196777344
document_110194.html,37,42,LOC,Q6256,-2.5553717613220215
document_110194.html,86,91,LOC,Q6256,-2.5553717613220215
document_110198.html,33,39,LOC,Q38,-1.8115330934524536
document_110213.html,52,56,LOC,Q220,-7.430217742919922
document_110213.html,84,102,ORG,Q1054679,-7.430217742919922
document_110213.html,111,131,ORG,Q1060617,-7.430217742919922
document_110218.html,0,19,PER,Q3624507,-15.535828590393066
document_110218.html,84,91,LOC,Q2044,-15.535828590393066
document_110218.html,296,302,PER,Q3624507,-15.535828590393066
document_110222.html,17,27,ORG,Q3918,-1.727296233177185
document_110223.html,41,45,LOC,Q220,-3.7165682315826416
document_110223.html,110,119,ORG,Q1126102,-3.7165682315826416
document_110223.html,402,420,ORG,Q3866579,-3.7165682315826416
document_110226.html,280,289,ORG,Q1126102,-2.059610605239868
document_121001.html,59,65,LOC,Q38,-4.107011795043945
document_121005.html,351,357,PER,Q65146751,-8.575119018554688
document_121005.html,362,367,PER,Q3229281,-8.575119018554688
document_121005.html,373,382,PER,Q3750849,-8.575119018554688
document_121007.html,77,107,ORG,Q1053185,-2.760828971862793
document_121009.html,84,106,ORG,Q199820,-2.6087567806243896
document_121021.html,334,341,PER,Q543393,-4.067309379577637
document_121021.html,363,368,PER,Q3229281,-4.067309379577637
document_121029.html,144,152,PER,Q370039,-6.716256141662598
document_121032.html,102,110,PER,Q185498,-2.01987361907959
document_121032.html,400,408,PER,Q185498,-2.01987361907959
document_121034.html,71,76,PER,Q3229281,-0.9508864879608154
document_121053.html,89,99,PER,Q332711,-1.5690255165100098
document_121060.html,70,75,PER,Q3229281,-0.8989360332489014
document_121063.html,110,119,PER,Q310158,-8.305261611938477
document_121063.html,262,271,PER,Q3762603,-8.305261611938477
document_121077.html,95,104,PER,Q108062,-8.731587409973145
document_121082.html,188,197,PER,Q310158,-3.7231392860412598
document_121092.html,87,96,PER,Q4003497,-0.8326637744903564
document_121092.html,102,108,PER,Q291200,-0.8326637744903564
