doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,score
https://digitalzibaldone.net/node/p1012_2,243,249,Andrès,PER,Q3879020,Novas,133.2544403076172
https://digitalzibaldone.net/node/p1012_2,276,280,Roma,LOC,Q220,Roma,108.18419647216797
https://digitalzibaldone.net/node/p1012_2,416,422,Milano,LOC,Q490,Milano,107.5390625
https://digitalzibaldone.net/node/p1012_2,529,537,Cicerone,PER,Q1541,Marco Tullio Cicerone,131.59619140625
https://digitalzibaldone.net/node/p1012_2,540,546,Andrès,PER,Q2758559,Juan Andrés,129.71707153320312
https://digitalzibaldone.net/node/p1023_2,52,64,impero greco,LOC,Q184313,Magna Grecia,119.98529815673828
https://digitalzibaldone.net/node/p1023_2,189,195,italia,LOC,Q38,Italia,104.59365844726562
https://digitalzibaldone.net/node/p1023_2,251,255,Cic.,PER,Q1541,Marco Tullio Cicerone,135.97384643554688
https://digitalzibaldone.net/node/p1023_2,262,270,Virgilio,PER,Q1398,Publio Virgilio Marone,127.21614074707031
https://digitalzibaldone.net/node/p1023_2,289,296,Augusto,PER,Q1405,Augusto,122.19303894042969
https://digitalzibaldone.net/node/p1023_2,425,431,Andrès,PER,Q772775,Marco Antonio Polemone,139.0490264892578
https://digitalzibaldone.net/node/p1034_2,62,68,Italia,LOC,Q38,Italia,102.58068084716797
https://digitalzibaldone.net/node/p1037_1,40,50,᾽Eπιτάϕιος,WORK,Q190340,Alleluia,141.4766387939453
https://digitalzibaldone.net/node/p1037_1,64,73,Demostene,PER,Q117253,Demostene,126.28417205810547
https://digitalzibaldone.net/node/p1040_1,280,286,Grecia,LOC,Q184313,Magna Grecia,109.14180755615234
https://digitalzibaldone.net/node/p1040_1,421,427,italia,LOC,Q38,Italia,107.9002685546875
https://digitalzibaldone.net/node/p1040_1,436,442,Gallie,LOC,Q38060,Gallia,124.89308166503906
https://digitalzibaldone.net/node/p1040_1,642,648,Gallie,LOC,Q38060,Gallia,133.67539978027344
https://digitalzibaldone.net/node/p1040_1,681,687,italia,LOC,Q38,Italia,105.95442199707031
https://digitalzibaldone.net/node/p1040_1,721,728,Sicilia,LOC,Q1460,Sicilia,108.33053588867188
https://digitalzibaldone.net/node/p1040_1,740,746,Gallie,LOC,Q184313,Magna Grecia,130.9385528564453
https://digitalzibaldone.net/node/p1040_1,1300,1306,italia,LOC,Q38,Italia,104.58290100097656
https://digitalzibaldone.net/node/p1040_1,1312,1319,Francia,LOC,Q142,Francia,111.43236541748047
https://digitalzibaldone.net/node/p1040_1,1610,1616,italia,LOC,Q38,Italia,105.88438415527344
https://digitalzibaldone.net/node/p1040_1,1622,1629,Francia,LOC,Q142,Francia,110.76702880859375
https://digitalzibaldone.net/node/p1042_2,208,214,italia,LOC,Q38,Italia,104.09236907958984
https://digitalzibaldone.net/node/p1042_2,333,339,Gallie,LOC,Q38060,Gallia,130.33914184570312
https://digitalzibaldone.net/node/p1042_2,432,436,Roma,LOC,Q220,Roma,110.19796752929688
https://digitalzibaldone.net/node/p1042_2,442,448,italia,LOC,Q38,Italia,104.53797149658203
https://digitalzibaldone.net/node/p1042_2,622,626,Roma,LOC,Q220,Roma,111.18728637695312
https://digitalzibaldone.net/node/p1042_2,632,638,italia,LOC,Q38,Italia,106.16413879394531
https://digitalzibaldone.net/node/p1042_2,965,971,Gallie,LOC,Q38060,Gallia,139.51925659179688
https://digitalzibaldone.net/node/p1042_2,1112,1118,italia,LOC,Q38,Italia,106.0633544921875
https://digitalzibaldone.net/node/p1042_2,1171,1178,Francia,LOC,Q142,Francia,115.79083251953125
https://digitalzibaldone.net/node/p1045_2,3,10,Francia,LOC,Q142,Francia,110.04547119140625
https://digitalzibaldone.net/node/p1045_2,595,606,inghilterra,LOC,Q21,Inghilterra,110.16337585449219
https://digitalzibaldone.net/node/p1045_2,741,747,europa,LOC,Q46,Europa,107.9201889038086
https://digitalzibaldone.net/node/p1045_2,804,810,Andrès,PER,Q2758559,Juan Andrés,132.1282958984375
https://digitalzibaldone.net/node/p1045_2,888,894,europa,LOC,Q46,Europa,111.90673828125
https://digitalzibaldone.net/node/p1045_2,997,1008,Shakespeare,PER,Q692,William Shakespeare,120.35590362548828
https://digitalzibaldone.net/node/p1045_2,1074,1081,Francia,LOC,Q142,Francia,112.44204711914062
https://digitalzibaldone.net/node/p1048_2,902,913,Castelvetro,PER,Q936665,Lodovico Castelvetro,125.0848388671875
https://digitalzibaldone.net/node/p1049_1,300,306,Orazio,PER,Q193236,Gabriele D'Annunzio,127.09915161132812
https://digitalzibaldone.net/node/p1052_3,59,63,Cic.,PER,Q1541,Marco Tullio Cicerone,133.05905151367188
https://digitalzibaldone.net/node/p1052_3,74,86,de Senectute,WORK,Q2264770,De providentia,214.69754028320312
https://digitalzibaldone.net/node/p1054_2,146,152,Sulzer,PER,Q799471,Inzer,138.84434509277344
https://digitalzibaldone.net/node/p1054_2,330,340,Forcellini,WORK,Q3846125,Marco Forcellini,130.34140014648438
https://digitalzibaldone.net/node/p1054_2,347,387,Saggio sugli Errori popol. degli antichi,WORK,Q7561187,O tu qui servas armis ista moenia,133.29751586914062
https://digitalzibaldone.net/node/p1055_2,128,133,Soave,PER,Q47876,Soave,130.0047607421875
https://digitalzibaldone.net/node/p1055_2,170,179,Compendio,WORK,Q571,Libro,144.38455200195312
https://digitalzibaldone.net/node/p1055_2,183,188,Locke,PER,Q9353,John Locke,127.47335815429688
