doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,score
document_110065.html,515,521,Cristo,PER,Q642420,Cristo,0.7831037081106335
document_110065.html,687,703,Beatissimo Padre,PER,NIL,,0.09562159257098797
document_110065.html,709,721,Universitari,ORG,Q3918,Università,0.3735612708485979
document_110092.html,278,285,America,LOC,Q49,America del Nord,0.9120453381885925
document_110199.html,620,629,Movimento,ORG,Q3866621,Movimento del '77,0.7087205577954152
document_110205.html,30,40,Margadonna,PER,Q1238,Giuseppe Saragat,0.7685165277569073
document_110220.html,130,148,Laureati Cattolici,ORG,NIL,,0.1396579906616647
document_110220.html,523,531,Laureati,ORG,NIL,,0.1391177036554018
document_110220.html,631,649,Laureati Cattolici,ORG,NIL,,0.10294294881024045
document_110220.html,834,843,Movimento,ORG,Q3866621,Movimento del '77,0.4456937048247828
document_110220.html,912,920,Laureati,ORG,Q1054679,Laurea,0.6815432211019501
document_121020.html,75,85,Presidente,PER,Q9696,John Fitzgerald Kennedy,0.9299598992561506
document_121020.html,123,134,Commissione,ORG,Q7478146,Pontificia commissione per lo Stato della Città del Vaticano,0.4864067452012732
document_121020.html,233,243,Presidente,PER,Q8007,Franklin Delano Roosevelt,0.6294701936472281
document_121024.html,158,163,Basso,PER,Q3619753,Antonio Leopoldo Basso,0.7020948828932849
document_121024.html,169,177,Marchesi,PER,Q3608401,Alberto Marchesi,0.8862817847023419
document_121043.html,84,92,Marchesi,PER,Q3778140,Gualtiero Marchesi,0.7181332684864221
document_121093.html,208,214,Nobile,PER,NIL,,0.17740170428479088
document_121170.html,58,69,Commissione,ORG,NIL,,0.1800213877251385
document_121186.html,353,363,Condorelli,PER,Q32544224,Francesco Condorelli,0.38017677251693766
document_121217.html,198,213,Luciano Magrini,PER,NIL,,0.06370532349249453
document_122018.html,207,217,Parlamento,ORG,Q35749,Parlamento,0.9404682476280196
document_122034.html,407,416,Assemblea,ORG,NIL,,0.2516372754854286
document_122034.html,1181,1191,Parlamento,ORG,Q35749,Parlamento,0.36388083195349663
document_122044.html,7,17,Presidente,PER,Q30461,Presidente,0.35506637202136115
document_122067.html,68,74,Mattei,PER,Q13407130,Gianfranco Mattei,0.857504465885887
document_131111.html,1793,1800,Partito,ORG,NIL,,0.25854931864266656
document_131126.html,980,987,Partito,ORG,NIL,,0.2942740802321712
document_131130.html,25,35,Presidente,PER,Q16975,Papa Paolo VI,0.8350049252520685
document_131130.html,220,227,Governo,ORG,Q3773853,Governo Fanfani III,0.8078491296587961
document_131130.html,428,435,Governo,ORG,Q3773955,Governo Tambroni,0.5885167841629074
document_132006.html,25,40,Sommo Pontefice,PER,Q101437,Papa Pio II,0.7619424744574607
document_132006.html,331,337,Chiesa,ORG,Q34651,Chiesa (comunità),0.8574582696574282
document_132006.html,476,482,Chiesa,ORG,Q34651,Chiesa (comunità),0.8852103158114037
document_132028.html,135,142,Governo,ORG,Q3111999,Governo De Gasperi VII,0.5139291127339406
document_132108.html,175,180,Togni,PER,Q22991664,Rosolino Ferragni,0.8504324212600095
document_132109.html,50,55,Asahi,ORG,Q598905,Asahi (Mie),0.9602010267128437
document_132165.html,406,413,Governo,ORG,Q7188,Governo,0.6896172768475233
document_132165.html,1272,1279,Governo,ORG,Q7188,Governo,0.6513071466907097
document_132179.html,611,618,Governo,ORG,Q7188,Governo,0.6896172768475233
document_132179.html,748,755,Governo,ORG,Q7188,Governo,0.6741522716909032
document_132179.html,819,828,Almirante,PER,Q273228,Amintore Fanfani,0.8850967561330124
