doc_id,start_pos,end_pos,surface,type,identifier,wiki_title,score
https://digitalzibaldone.net/node/p1012_2,276,280,Roma,LOC,Q18287233,Roma (città antica),0.6571814618356665
https://digitalzibaldone.net/node/p1023_2,52,64,impero greco,LOC,Q93180,Impero seleucide,0.16618894525157632
https://digitalzibaldone.net/node/p1023_2,251,255,Cic.,PER,NIL,,0
https://digitalzibaldone.net/node/p1023_2,425,431,Andrès,PER,NIL,,0
https://digitalzibaldone.net/node/p1037_1,40,50,᾽Eπιτάϕιος,WORK,NIL,,0
https://digitalzibaldone.net/node/p1040_1,280,286,Grecia,LOC,Q41,Grecia,0.6895501997693011
https://digitalzibaldone.net/node/p1040_1,436,442,Gallie,LOC,Q273854,Galli,0.14235421952494756
https://digitalzibaldone.net/node/p1040_1,642,648,Gallie,LOC,Q273854,Galli,0.12138173037590817
https://digitalzibaldone.net/node/p1040_1,740,746,Gallie,LOC,NIL,,0
https://digitalzibaldone.net/node/p1042_2,333,339,Gallie,LOC,Q273854,Galli,0.12285511926102717
https://digitalzibaldone.net/node/p1042_2,432,436,Roma,LOC,Q220,Roma,0.6606866053008719
https://digitalzibaldone.net/node/p1042_2,622,626,Roma,LOC,Q220,Roma,0.6683991999649539
https://digitalzibaldone.net/node/p1042_2,965,971,Gallie,LOC,Q273854,Galli,0.11318196456201174
https://digitalzibaldone.net/node/p1052_3,59,63,Cic.,PER,NIL,,0
https://digitalzibaldone.net/node/p1052_3,74,86,de Senectute,WORK,Q3020494,De subtilitate,0.2015939465049056
https://digitalzibaldone.net/node/p1054_2,146,152,Sulzer,PER,Q670100,Sulzer,0.4877849173713731
https://digitalzibaldone.net/node/p1054_2,330,340,Forcellini,WORK,Q3846125,Marco Forcellini,0.2574569195188668
https://digitalzibaldone.net/node/p1054_2,347,387,Saggio sugli Errori popol. degli antichi,WORK,NIL,,0
https://digitalzibaldone.net/node/p1055_2,128,133,Soave,PER,Q47876,Soave,0.49096547519108497
https://digitalzibaldone.net/node/p1055_2,170,179,Compendio,WORK,NIL,,0
https://digitalzibaldone.net/node/p1056_3,453,461,Terenzio,PER,Q206119,Marco Terenzio Varrone,0.3314640367032143
https://digitalzibaldone.net/node/p1065_3,544,575,Scelta di Opuscoli interessanti,WORK,NIL,,0
https://digitalzibaldone.net/node/p1104_1,650,659,la Crusca,WORK,Q17154448,La Rettorica,0.20430361665907
https://digitalzibaldone.net/node/p1105_1,234,248,il Forcellini.,WORK,Q16564806,Il Roccolo,0.12371661368429415
https://digitalzibaldone.net/node/p1105_3,260,264,Aen.,WORK,NIL,,0
https://digitalzibaldone.net/node/p1105_3,313,327,lido Siciliano,LOC,NIL,,0
https://digitalzibaldone.net/node/p1105_3,1017,1020,En.,WORK,NIL,,0
https://digitalzibaldone.net/node/p1139_1,678,686,Palamede,PER,NIL,,0
https://digitalzibaldone.net/node/p1139_1,688,693,Plin.,PER,NIL,,0
https://digitalzibaldone.net/node/p1139_1,758,765,Servius,PER,NIL,,0
