doc_id,surface,start_pos,end_pos,identifier,type,alias,score
https://digitalzibaldone.net/node/p2700_1,Tiraboschi,1510,1520,Q3620267,PER,Antonio Tiraboschi,133.85870361328125
https://digitalzibaldone.net/node/p2700_1,Perticari,1530,1539,Q3769747,PER,Giulio Perticari,135.1322021484375
https://digitalzibaldone.net/node/p2700_1,Apologia di Dante,1541,1558,Q273668,WORK,Apologia di Socrate,181.2412872314453
https://digitalzibaldone.net/node/p2703_1,Richelet,809,817,Q7286,PER,Émilie du Châtelet,129.51119995117188
https://digitalzibaldone.net/node/p2703_1,Saggio sugli errori popolari,156,184,Q1229963,WORK,Vite dei Cesari,182.4073486328125
https://digitalzibaldone.net/node/p2703_1,la Crusca,969,978,Q18487001,WORK,La Lisca,146.25985717773438
https://digitalzibaldone.net/node/p2703_1,la Crusca,1282,1291,Q191092,WORK,Assonanza,127.70418548583984
https://digitalzibaldone.net/node/p2703_1,Forcellini,1303,1313,Q202064,WORK,Fono,132.54014587402344
https://digitalzibaldone.net/node/p2705_1,Italia,114,120,Q38,LOC,Italia,105.39210510253906
https://digitalzibaldone.net/node/p2705_1,Perticari,127,136,Q3769747,PER,Giulio Perticari,140.43630981445312
https://digitalzibaldone.net/node/p2705_1,Apologia di Dante,137,154,Q273668,WORK,Apologia di Socrate,198.0885009765625
https://digitalzibaldone.net/node/p2705_2,Perticari,33,42,Q3629677,PER,Augusto Murri,140.86703491210938
https://digitalzibaldone.net/node/p2705_2,Degli scrittori del 300,43,66,Q3952657,WORK,Scola della Patienza,152.72390747070312
https://digitalzibaldone.net/node/p2705_3,Perticari,589,598,Q3769747,PER,Giulio Perticari,135.20603942871094
https://digitalzibaldone.net/node/p2705_3,Monti,623,628,Q723643,PER,Vincenzo Monti,120.90045166015625
https://digitalzibaldone.net/node/p2705_3,Locke,2172,2177,Q9353,PER,John Locke,125.98725891113281
https://digitalzibaldone.net/node/p2705_3,Trattati,577,585,Q384515,WORK,Trattato (letteratura),126.642822265625
https://digitalzibaldone.net/node/p2705_3,Proposta,611,619,Q5296,WORK,Pagina principale,132.3675994873047
https://digitalzibaldone.net/node/p2708_1,Cartesio,0,8,Q5479838,PER,Francine Descartes,136.0950927734375
https://digitalzibaldone.net/node/p2708_1,Cartesio,171,179,Q5479838,PER,Francine Descartes,135.07492065429688
https://digitalzibaldone.net/node/p2708_1,Newton,426,432,Q935,PER,Isaac Newton,117.3226318359375
https://digitalzibaldone.net/node/p2708_1,Platone,591,598,Q859,PER,Platone,119.8910140991211
https://digitalzibaldone.net/node/p2709_1,Cartesio,473,481,Q5479838,PER,Francine Descartes,138.42620849609375
