doc_id,surface,start_pos,end_pos,type,identifier
https://digitalzibaldone.net/node/p2700_1,Tiraboschi,1510,1520,PER,Q978614
https://digitalzibaldone.net/node/p2703_1,Richelet,809,817,PER,Q1236889
https://digitalzibaldone.net/node/p2703_1,la Crusca,969,978,WORK,Q4015911
https://digitalzibaldone.net/node/p2703_1,la Crusca,1282,1291,WORK,Q4015911
https://digitalzibaldone.net/node/p2703_1,Forcellini,1303,1313,WORK,Q15851274
https://digitalzibaldone.net/node/p2705_2,Perticari,33,42,PER,Q3769747
https://digitalzibaldone.net/node/p2705_3,Proposta,611,619,WORK,Q42194678
https://digitalzibaldone.net/node/p2708_1,Cartesio,0,8,PER,Q9191
https://digitalzibaldone.net/node/p2708_1,Cartesio,171,179,PER,Q9191
https://digitalzibaldone.net/node/p2709_1,Cartesio,473,481,PER,Q9191
https://digitalzibaldone.net/node/p2715_1,Perticari,0,9,PER,Q3769747
https://digitalzibaldone.net/node/p2717_1,Fedro,262,267,PER,Q554535
https://digitalzibaldone.net/node/p2717_1,Fedro,398,403,PER,Q554535
https://digitalzibaldone.net/node/p2717_1,Dialogo,376,383,WORK,Q555862
https://digitalzibaldone.net/node/p2721_1,Gelli,9,14,PER,Q518160
https://digitalzibaldone.net/node/p2721_3,Perticari,60,69,PER,Q3769747
https://digitalzibaldone.net/node/p2721_4,de finibus,224,234,WORK,Q1180629
https://digitalzibaldone.net/node/p2722_1,Parma,1355,1360,LOC,Q2683
https://digitalzibaldone.net/node/p2722_1,Orazio,868,874,PER,Q6197
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1175,1188,PER,Q19357820
https://digitalzibaldone.net/node/p2722_1,Abate Colombo,1339,1352,PER,Q19357820
https://digitalzibaldone.net/node/p2723_1,Orazio,477,483,PER,Q6197
https://digitalzibaldone.net/node/p2728_1,Celso,1223,1228,PER,Q312420
https://digitalzibaldone.net/node/p2728_1,Celso,1439,1444,PER,Q312420
