doc_id,surface,start_pos,end_pos,type,identifier,score
document_110065.html,Associazioni Universitarie,84,110,ORG,Q48204,142.83453369140625
document_110065.html,Padre Santo,248,259,PER,Q43734,137.02734375
document_110065.html,Chiesa,582,588,ORG,Q159583,116.07559204101562
document_110065.html,Beatissimo Padre,687,703,PER,Q4448,153.50177001953125
document_110065.html,Universitari,709,721,ORG,Q3918,124.63732147216797
document_110092.html,America,278,285,LOC,Q49,116.03377532958984
document_110199.html,Movimento,620,629,ORG,Q257758,122.97588348388672
document_110205.html,Margadonna,30,40,PER,Q1238,147.0640869140625
document_110220.html,Laureati Cattolici,130,148,ORG,Q950900,147.66403198242188
document_110220.html,Laureati,523,531,ORG,Q1054679,133.36878967285156
document_110220.html,Laureati Cattolici,631,649,ORG,Q3991922,166.53009033203125
document_110220.html,Unioni Professionali Cattoliche,658,689,ORG,Q3686933,173.01019287109375
document_110220.html,Movimento,834,843,ORG,Q51122,121.45905303955078
document_110220.html,Laureati,912,920,ORG,Q1054679,123.41191101074219
document_121020.html,Presidente,75,85,PER,Q11696,118.84236145019531
document_121020.html,Commissione,123,134,ORG,Q21403297,124.64059448242188
document_121020.html,Presidente,233,243,PER,Q8007,115.76962280273438
document_121024.html,Basso,158,163,PER,Q3619753,139.87582397460938
document_121024.html,Marchesi,169,177,PER,Q3778140,141.44715881347656
document_121043.html,Moro,13,17,PER,Q42544,126.4708251953125
document_121043.html,Marchesi,84,92,PER,Q3778140,130.03134155273438
document_121093.html,Moro,13,17,PER,Q42544,125.59229278564453
document_121093.html,Nobile,208,214,PER,Q123432,126.63032531738281
document_121097.html,Chiesa,76,82,ORG,Q170174,124.80453491210938
document_121170.html,Commissione,58,69,ORG,Q110448075,130.4793701171875
document_121170.html,Targetti,189,197,PER,Q3557346,165.19235229492188
document_121186.html,Corte costituzionale,174,194,ORG,Q1349315,134.00997924804688
document_121186.html,Condorelli,353,363,PER,Q47583,148.05955505371094
document_121217.html,Luciano Magrini,198,213,PER,Q568804,238.6840057373047
document_122018.html,Parlamento,207,217,ORG,Q35749,115.60032653808594
document_122034.html,Corte Costituzionale,349,369,ORG,Q593273,139.10098266601562
document_122034.html,Assemblea,407,416,ORG,Q47423,132.3897705078125
document_122034.html,Parlamento,955,965,ORG,Q35749,121.34310913085938
document_122034.html,Parlamento,1181,1191,ORG,Q35749,123.86833190917969
document_122044.html,Presidente,7,17,PER,Q7477985,123.79000091552734
document_122067.html,Mattei,68,74,PER,Q13407130,144.355712890625
document_131034.html,Partito,394,401,ORG,Q2704736,123.31832122802734
document_131111.html,Partito,1793,1800,ORG,Q2717398,127.62081909179688
document_131117.html,D.C.,3,7,ORG,Q625356,153.73989868164062
document_131126.html,Partito,980,987,ORG,Q47720,125.04466247558594
document_131128.html,Alleanza,925,933,ORG,Q878249,117.8274154663086
document_131130.html,Presidente,25,35,PER,Q11696,124.31071472167969
document_131130.html,Governo,220,227,ORG,Q3773955,111.64698791503906
document_131130.html,Governo,428,435,ORG,Q3773955,115.14041137695312
document_132006.html,Sommo Pontefice,25,40,PER,Q101437,117.33419799804688
document_132006.html,Chiesa,331,337,ORG,Q159583,112.0496826171875
document_132006.html,Chiesa,476,482,ORG,Q159583,112.91627502441406
document_132028.html,Governo,135,142,ORG,Q715959,111.66111755371094
document_132108.html,Togni,175,180,PER,Q22991664,123.64445495605469
document_132109.html,Asahi,50,55,ORG,Q2271725,182.14456176757812
document_132124.html,Stambolic,114,123,PER,Q456898,149.1552734375
document_132165.html,Governo,406,413,ORG,Q7188,110.29998779296875
document_132165.html,Governo,1272,1279,ORG,Q715959,109.763671875
document_132179.html,Governo,611,618,ORG,Q715959,110.79486083984375
document_132179.html,Governo,748,755,ORG,Q715959,111.76660919189453
document_132179.html,Parlamento,769,779,ORG,Q35749,118.11538696289062
document_132179.html,Almirante,819,828,PER,Q273228,145.08135986328125
document_132179.html,Governo,875,882,ORG,Q715959,114.41716003417969
document_132183.html,Arcivescovo,128,139,PER,Q49476,128.68421936035156
document_132183.html,Menna,342,347,PER,Q26222227,150.46829223632812
document_132198.html,Bargellini,77,87,PER,Q16571202,158.44161987304688
document_132198.html,Governo,178,185,ORG,Q3773910,115.13569641113281
document_132223.html,Governo italiano,95,111,ORG,Q715959,117.00381469726562
document_132230.html,Consiglio nazionale,176,195,ORG,Q3687286,135.00120544433594
document_132230.html,Rumor,505,510,PER,Q47583,144.24502563476562
document_132230.html,Consiglio,685,694,ORG,Q609037,124.37278747558594
document_132230.html,Segretario,773,783,PER,Q736559,130.84881591796875
document_132230.html,Partito,868,875,ORG,Q47720,123.32078552246094
document_132257.html,Provincia,251,260,ORG,Q15091,118.89676666259766
document_132289.html,Governo,203,210,ORG,Q3773955,110.53143310546875
document_141002.html,Stefano Brun,103,115,PER,Q3972691,194.18777465820312
document_141002.html,Presidente,279,289,PER,Q11696,122.28457641601562
document_141002.html,Stagni,319,325,PER,Q16657901,145.85858154296875
