doc_id,surface,start_pos,end_pos,type,identifier,score
document_110065.html,Italia,70,76,LOC,Q38,103.90168762207031
document_110065.html,Azione Cattolica,114,130,ORG,Q3318304,129.8278350830078
document_110065.html,Sede Apostolica,222,237,ORG,Q159583,110.46699523925781
document_110065.html,Cristo,515,521,PER,Q302,109.5413589477539
document_110065.html,Azione Cattolica,628,644,ORG,Q3318304,134.296630859375
document_110065.html,Azione Cattolica,725,741,ORG,Q3318304,137.016357421875
document_110065.html,Università,985,995,ORG,Q3918,113.8775405883789
document_110065.html,Italia,996,1002,LOC,Q38,104.61875915527344
document_110082.html,democrazia cristiana,3,23,ORG,Q815348,126.82978820800781
document_110082.html,Italia,83,89,LOC,Q38,103.68852233886719
document_110092.html,Sforza,50,56,PER,Q463243,128.90536499023438
document_110092.html,Comitati di liberazione,88,111,ORG,Q547858,153.14462280273438
document_110092.html,Sforza,170,176,PER,Q463243,132.31883239746094
document_110092.html,Italia,267,273,LOC,Q38,106.43124389648438
document_110092.html,Montevideo,296,306,LOC,Q1335,113.36863708496094
document_110139.html,Tunisia,172,179,LOC,Q948,107.37899780273438
document_110139.html,Italia,302,308,LOC,Q38,103.00035095214844
document_110177.html,Azione Cattolica,48,64,ORG,Q3318304,136.71131896972656
document_110177.html,Roma,77,81,LOC,Q220,108.75631713867188
document_110177.html,Italia,404,410,LOC,Q38,103.67405700683594
document_110177.html,Azione Cattolica,1535,1551,ORG,Q3318304,129.29086303710938
document_110177.html,Paese,1608,1613,LOC,Q38,115.25300598144531
document_110199.html,Italia,232,238,LOC,Q38,104.01558685302734
document_110199.html,Roma,436,440,LOC,Q220,112.60723876953125
document_110199.html,FUCI,509,513,ORG,Q3091708,145.31683349609375
document_110205.html,Parri,158,163,PER,Q471315,118.75515747070312
document_110220.html,Roma,566,570,LOC,Q220,112.68968200683594
document_110220.html,Italia,984,990,LOC,Q38,103.61894989013672
document_121003.html,partito socialista italiano,79,106,ORG,Q590750,137.3095245361328
document_121020.html,Moro,13,17,PER,Q171834,133.65652465820312
document_121024.html,Moro,13,17,PER,Q171834,123.7788314819336
document_121024.html,La Pira,78,85,PER,Q543393,145.7154541015625
document_121024.html,La Pira,382,389,PER,Q543393,157.58192443847656
document_121087.html,Moro,13,17,PER,Q171834,124.00421905517578
document_121087.html,Cevolotto,145,154,PER,Q3848440,146.64894104003906
document_121087.html,Togliatti,206,215,PER,Q310158,119.62258911132812
document_121088.html,Moro,13,17,PER,Q171834,123.12303161621094
document_121088.html,Cevolotto,198,207,PER,Q3848440,151.39614868164062
document_121088.html,Terracini,983,992,PER,Q4003497,161.5612335205078
document_121093.html,Consulta araldica,660,677,ORG,Q1822839,166.83993530273438
document_121097.html,Moro,111,115,PER,Q171834,121.1369857788086
document_121109.html,Assemblea costituente,35,56,ORG,Q1053185,133.988037109375
document_121134.html,Democrazia cristiana,489,509,ORG,Q815348,126.23979187011719
document_121134.html,Italia,818,824,LOC,Q38,104.3048095703125
document_121142.html,Ferdinando Vegas,67,83,PER,Q21587924,188.41444396972656
document_121155.html,Adelchi Baratono,34,50,PER,Q3605170,181.25965881347656
document_121186.html,Assemblea costituente,100,121,ORG,Q1053185,138.29298400878906
document_121217.html,Il Mondo,256,264,ORG,Q3792807,160.98606872558594
document_121238.html,Italia,89,95,LOC,Q38,101.57659912109375
document_121238.html,Maria Montessori,167,183,PER,Q131117,133.71080017089844
document_121238.html,Italia,279,285,LOC,Q38,103.87619018554688
document_121238.html,Paese,356,361,LOC,Q38,112.46788787841797
document_121245.html,Italia,37,43,LOC,Q38,104.64695739746094
document_122012.html,Polesine,152,160,LOC,Q1242205,138.57569885253906
document_122012.html,Nenni,298,303,PER,Q539486,185.3501434326172
document_122018.html,Maria Montessori,78,94,PER,Q131117,145.29359436035156
document_122018.html,Maria Montessori,279,295,PER,Q131117,147.7159881591797
document_122034.html,Camera dei Deputati,63,82,ORG,Q841424,125.38664245605469
document_122034.html,Camera,300,306,ORG,Q841424,120.677490234375
document_122034.html,Leone,334,339,PER,Q1235,135.33949279785156
document_122034.html,Camera,461,467,ORG,Q841424,118.966552734375
document_122034.html,Camera,709,715,ORG,Q841424,118.62689971923828
document_122034.html,Camera,1055,1061,ORG,Q841424,120.06680297851562
document_122044.html,Giuseppe Bettiol,111,127,PER,Q3770116,201.8084716796875
document_131006.html,Sicilia,26,33,LOC,Q1460,107.9434814453125
document_131006.html,Palermo,48,55,LOC,Q2656,106.2745361328125
document_131034.html,Moro,6,10,PER,Q171834,126.11738586425781
document_131034.html,D.C.,447,451,ORG,Q815348,149.23492431640625
document_131034.html,D.C.,663,667,ORG,Q815348,149.71893310546875
document_131058.html,Moro,45,49,PER,Q171834,125.69856262207031
document_131058.html,Partito comunista,264,281,ORG,Q461886,132.80911254882812
document_131067.html,DC,649,651,ORG,Q815348,116.19918060302734
document_131067.html,DC,1192,1194,ORG,Q815348,111.82696533203125
document_131067.html,DC,1326,1328,ORG,Q815348,113.95468139648438
document_131087.html,Napoli,53,59,LOC,Q2634,110.60216522216797
document_131087.html,D.C.,106,110,ORG,Q815348,153.73486328125
document_131087.html,D.C.,452,456,ORG,Q815348,148.7528076171875
document_131087.html,Napoli,486,492,LOC,Q2634,113.41510009765625
document_131106.html,Roma,133,137,LOC,Q220,114.83699035644531
document_131106.html,Napoli,139,145,LOC,Q2634,114.09837341308594
document_131106.html,Bari,147,151,LOC,Q3519,119.12326049804688
document_131106.html,Pisa,153,157,LOC,Q13375,115.5341796875
document_131106.html,Foggia,159,165,LOC,Q13464,114.54202270507812
document_131106.html,Paese,582,587,LOC,Q38,116.19647216796875
document_131111.html,Berloffa,176,184,PER,Q661117,156.44357299804688
document_131111.html,Roma,754,758,LOC,Q220,109.29735565185547
document_131119.html,Padova,2,8,LOC,Q617,117.91780853271484
document_131119.html,Aldo Moro,89,98,PER,Q171834,170.453857421875
document_131119.html,Perugia,175,182,LOC,Q3437,114.52609252929688
document_131119.html,Moro,270,274,PER,Q171834,127.86632537841797
document_131126.html,DC,534,536,ORG,Q815348,114.68414306640625
document_131126.html,Napoli,1626,1632,LOC,Q2634,108.72343444824219
document_131128.html,Democrazia Cristiana,19,39,ORG,Q815348,149.2620849609375
document_131128.html,Nazioni Unite,486,499,ORG,Q1065,118.57099914550781
document_131130.html,democrazia cristiana,281,301,ORG,Q815348,124.79560852050781
document_131130.html,Togliatti,315,324,PER,Q310158,119.27651977539062
document_131130.html,partito comunista,538,555,ORG,Q461886,119.87705993652344
document_132006.html,Terrasanta,44,54,LOC,Q48175,117.93544006347656
document_132011.html,Italia,25,31,LOC,Q38,105.32080078125
document_132011.html,Paese,127,132,LOC,Q38,112.86370849609375
document_132011.html,Italia,684,690,LOC,Q38,103.94490051269531
document_132011.html,Italia,1088,1094,LOC,Q38,105.02214050292969
document_132028.html,Rai,39,42,ORG,Q19616,116.93211364746094
document_132065.html,IRI,167,170,ORG,Q1674879,155.99960327148438
document_132065.html,Alitalia,177,185,ORG,Q153975,111.69004821777344
document_132065.html,Carandini,311,320,PER,Q1987236,159.9650115966797
document_132073.html,Aldo Moro,32,41,PER,Q171834,164.15379333496094
document_132073.html,Bari,67,71,LOC,Q3519,108.33861541748047
document_132109.html,Italia,193,199,LOC,Q38,100.23867797851562
document_132109.html,Giappone,292,300,LOC,Q17,101.45024108886719
document_132124.html,Jugoslavia,39,49,LOC,Q36704,108.66119384765625
document_132165.html,Bari,54,58,LOC,Q3519,119.88090515136719
document_132165.html,Bari,216,220,LOC,Q3519,110.43399047851562
document_132165.html,Bari,317,321,LOC,Q3519,112.70010375976562
document_132165.html,Paese,523,528,LOC,Q38,115.23635864257812
document_132165.html,Italia,814,820,LOC,Q38,102.79391479492188
document_132165.html,Mezzogiorno,1147,1158,LOC,Q207989,118.97334289550781
document_132165.html,Italia,1161,1167,LOC,Q38,104.16792297363281
document_132171.html,Berlino,218,225,LOC,Q64,104.1962661743164
document_132179.html,Parlamento italiano,444,463,ORG,Q1117578,131.4161376953125
document_132179.html,Alto Adige,983,993,LOC,Q15124,122.68663024902344
document_132179.html,Camera,1080,1086,ORG,Q841424,119.12089538574219
document_132183.html,Aldo Moro,32,41,PER,Q171834,153.25860595703125
document_132183.html,Salerno,299,306,LOC,Q1083,106.2533187866211
document_132198.html,Firenze,2,9,LOC,Q2044,107.91105651855469
document_132198.html,Aldo Moro,44,53,PER,Q171834,172.22637939453125
document_132198.html,Firenze,216,223,LOC,Q2044,104.66085815429688
document_132223.html,Italia,206,212,LOC,Q38,103.59767150878906
document_132230.html,Paese,398,403,LOC,Q38,121.12689208984375
document_132232.html,Codogno,19,26,LOC,Q42298,151.699951171875
document_132257.html,Cuneo,2,7,LOC,Q5968,112.8741455078125
document_132257.html,Aldo Moro,41,50,PER,Q171834,152.00042724609375
document_132257.html,Giovanni Giraudo,171,187,PER,Q3767386,168.35333251953125
document_132257.html,Moro,289,293,PER,Q171834,118.81151580810547
document_132257.html,Cuneo,346,351,LOC,Q5968,110.67216491699219
document_132272.html,Democrazia Cristiana,235,255,ORG,Q815348,130.09315490722656
document_132274.html,Tremelloni,77,87,PER,Q3939205,136.94448852539062
document_132274.html,Ministero della Difesa,125,147,ORG,Q1855201,122.6745834350586
document_132289.html,Massimo Pilotti,387,402,PER,Q3851409,164.39117431640625
document_132289.html,Gaetano Azzariti,410,426,PER,Q3756893,185.1514434814453
document_132289.html,Andrea Torrente,435,450,PER,Q3616074,155.3924560546875
document_141002.html,Unione italiana delle Camere di Commercio,218,259,ORG,Q21236933,175.99444580078125
document_141016.html,Democrazia Cristiana,648,668,ORG,Q815348,124.64048767089844
document_141027.html,Caltanissetta,2,15,LOC,Q13680,125.84623718261719
document_141027.html,Aldo Moro,23,32,PER,Q171834,143.36672973632812
document_141027.html,Democrazia Cristiana,62,82,ORG,Q815348,126.75132751464844
document_141027.html,Mezzogiorno,123,134,LOC,Q207989,122.004638671875
document_141027.html,Italia,137,143,LOC,Q38,103.72857666015625
document_141031.html,Taviani,19,26,PER,Q1379277,165.934814453125
document_141031.html,Gaspari,82,89,PER,Q3932481,135.1237335205078
document_141036.html,Aldo Moro,6,15,PER,Q171834,158.69329833984375
document_141036.html,Sassari,28,35,LOC,Q13629,109.25936889648438
document_141036.html,Sardegna,77,85,LOC,Q1462,107.97325897216797
document_141036.html,Mezzogiorno,247,258,LOC,Q207989,117.10440063476562
document_141036.html,Italia,261,267,LOC,Q38,102.75859832763672
document_141061.html,Aja,121,124,LOC,Q36600,129.15646362304688
document_141061.html,Lussemburgo,200,211,LOC,Q32,124.256591796875
document_141061.html,Maurice Schumann,252,268,PER,Q282882,205.0369873046875
document_141061.html,Moro,356,360,PER,Q171834,129.29830932617188
document_141094.html,Aja,199,202,LOC,Q36600,128.84146118164062
document_141094.html,Europa,234,240,LOC,Q46,103.59406280517578
document_141095.html,République Arabe Unie,13,34,LOC,Q170468,181.54446411132812
document_141095.html,Cairo,87,92,LOC,Q85,119.75045013427734
document_141099.html,Aldo Moro,30,39,PER,Q171834,143.70809936523438
document_141099.html,Brescia,52,59,LOC,Q6221,108.80077362060547
document_141104.html,Comitato dei Rappresentanti Permanenti,293,331,ORG,Q780116,155.33807373046875
document_141104.html,Comunità,470,478,ORG,Q52847,112.92228698730469
document_141114.html,Camera,53,59,ORG,Q841424,119.28600311279297
document_141114.html,Libia,163,168,LOC,Q1016,107.21037292480469
document_141155.html,Moro,0,4,PER,Q171834,124.35609436035156
document_141155.html,Israele,46,53,LOC,Q801,111.43574523925781
document_141155.html,Knesset,180,187,LOC,Q133396,128.7079315185547
document_141155.html,Gerusalemme,206,217,LOC,Q1218,103.23261260986328
document_141155.html,Gerusalemme,498,509,LOC,Q1218,104.42756652832031
document_141168.html,Ghana,226,231,LOC,Q117,99.84861755371094
document_141193.html,Bouteflika,103,113,PER,Q57308,177.036376953125
document_141193.html,Algérie,173,180,LOC,Q262,122.93470764160156
document_141213.html,Nixon,146,151,PER,Q9588,107.3173828125
document_141225.html,Comunità,178,186,ORG,Q52847,110.64861297607422
document_141226.html,Moro,38,42,PER,Q171834,123.0781021118164
document_141226.html,Berlino,219,226,LOC,Q64,111.48139953613281
document_141226.html,Europa,275,281,LOC,Q46,106.96688842773438
document_141226.html,Berlino,373,380,LOC,Q64,109.78282165527344
document_141254.html,Africa,104,110,LOC,Q15,112.00242614746094
document_141254.html,Fiera Campionaria,303,320,ORG,Q2524205,171.67465209960938
document_141254.html,Milano,324,330,LOC,Q490,104.95823669433594
document_141269.html,Comunità,78,86,ORG,Q52847,115.56265258789062
document_141270.html,Cancelliere Federale,111,131,PER,Q4970706,164.89756774902344
document_141270.html,Willy Brandt,132,144,PER,Q2514,155.64279174804688
document_141271.html,Lussemburgo,58,69,LOC,Q32,121.51871490478516
document_141271.html,NATO,207,211,ORG,Q7184,132.0262451171875
document_141271.html,Bonn,217,221,LOC,Q586,120.00799560546875
document_141271.html,Comunità,461,469,ORG,Q52847,114.99454498291016
document_141276.html,Cariglia,480,488,PER,Q601298,157.8250732421875
document_141276.html,Malta,922,927,LOC,Q233,108.69337463378906
document_141276.html,Canada,1009,1015,LOC,Q16,109.57075500488281
document_141294.html,Aldo Moro,73,82,PER,Q171834,155.49412536621094
document_141294.html,partito socialista democratico italiano,137,176,ORG,Q665335,181.60679626464844
document_141302.html,Democrazia Cristiana,167,187,ORG,Q815348,138.78956604003906
document_141304.html,Democrazia Cristiana,279,299,ORG,Q815348,126.65249633789062
document_141304.html,Paese,325,330,LOC,Q38,115.79386901855469
document_142010.html,Salvador Allende,266,282,PER,Q440,160.17401123046875
document_142022.html,Parlamento italiano,73,92,ORG,Q1117578,136.1279296875
document_142035.html,Moro,352,356,PER,Q171834,137.79879760742188
document_142036.html,Moro,13,17,PER,Q171834,143.50770568847656
document_142036.html,Italia,268,274,LOC,Q38,110.2810287475586
document_142047.html,Africa,58,64,LOC,Q15,110.7447280883789
document_142047.html,Moro,91,95,PER,Q171834,140.02188110351562
document_142047.html,Africa,211,217,LOC,Q15,108.77953338623047
document_142051.html,Malta,160,165,LOC,Q233,107.24054718017578
document_142061.html,Togliatti,32,41,PER,Q310158,145.1387176513672
document_142061.html,Togliatti,425,434,PER,Q310158,119.67767333984375
document_142061.html,Togliatti,646,655,PER,Q310158,116.68936157226562
document_142061.html,DC,692,694,ORG,Q815348,115.40426635742188
document_142061.html,Assemblea costituente,1102,1123,ORG,Q1053185,136.2451171875
document_142087.html,Roma,133,137,LOC,Q220,107.78953552246094
document_142087.html,Canadà,385,391,LOC,Q16,105.64836120605469
document_142087.html,Italia,401,407,LOC,Q38,103.01046752929688
document_142120.html,Mezzogiorno,84,95,LOC,Q207989,117.35247802734375
document_142145.html,Democrazia Cristiana,219,239,ORG,Q815348,126.13243103027344
document_142145.html,Gonella,403,410,PER,Q1553555,133.84536743164062
document_142145.html,Merlin,437,443,PER,Q3832550,139.96810913085938
document_142145.html,Tupini,452,458,PER,Q4003498,140.70614624023438
document_142145.html,Fanfani,540,547,PER,Q273228,124.37957763671875
document_142145.html,Moro,556,560,PER,Q171834,117.5548324584961
document_142145.html,Andreotti,600,609,PER,Q50005,117.65904998779297
document_142145.html,Taviani,619,626,PER,Q1379277,151.6123046875
document_142145.html,De Mita,763,770,PER,Q316226,154.1715545654297
document_142145.html,Gullotti,831,839,PER,Q3619102,133.01556396484375
document_142145.html,Bisaglia,849,857,PER,Q1059394,145.90911865234375
document_142162.html,Aldo Moro,33,42,PER,Q171834,158.6533203125
document_142162.html,Lucca,55,60,LOC,Q13373,115.78005981445312
document_142162.html,Savona,62,68,LOC,Q13320,125.704833984375
document_142162.html,Democrazia Cristiana,134,154,ORG,Q815348,130.585693359375
document_142162.html,Democrazia Cristiana,746,766,ORG,Q815348,127.45144653320312
document_142196.html,Tremaglia,200,209,PER,Q1514742,141.0411834716797
document_142222.html,D.C.,24,28,ORG,Q815348,152.4498748779297
document_110090.html,Betlemme,919,927,LOC,Q5776,112.42715454101562
document_110106.html,Luigi Lavitrano,30,45,PER,Q1493618,207.24264526367188
document_110106.html,Italia,335,341,LOC,Q38,104.39544677734375
document_110106.html,Fuci,388,392,ORG,Q3091708,143.008056640625
document_110143.html,Italia,27,33,LOC,Q38,103.21563720703125
document_110155.html,Italia,65,71,LOC,Q38,103.73236083984375
