doc_id,start_pos,end_pos,surface,type,identifier,score
document_110032.html,62,78,Azione Cattolica,ORG,Q3318304,-0.08062021434307098
document_110032.html,131,143,Associazione,ORG,Q48204,-0.1294165551662445
document_110032.html,188,199,San Tommaso,PER,Q9438,-0.08767838776111603
document_110032.html,602,608,Chiesa,ORG,Q9592,-0.16131697595119476
document_110032.html,752,762,S. Tommaso,PER,Q43669,-0.13548390567302704
document_110034.html,49,56,Firenze,LOC,Q2044,-0.09257446229457855
document_110034.html,173,189,Azione Cattolica,ORG,Q3318304,-0.07817257940769196
document_110047.html,179,191,Associazioni,ORG,Q48204,-0.09952846169471741
document_110065.html,70,76,Italia,LOC,Q38,-0.10406386107206345
document_110065.html,114,130,Azione Cattolica,ORG,Q3318304,-0.07994752377271652
document_110065.html,222,237,Sede Apostolica,ORG,Q159583,-0.0872405394911766
document_110065.html,248,259,Padre Santo,PER,Q19546,-0.36111384630203247
document_110065.html,515,521,Cristo,PER,Q642420,-0.13238108158111572
document_110065.html,582,588,Chiesa,ORG,Q9592,-0.09907763451337814
document_110065.html,628,644,Azione Cattolica,ORG,Q3318304,-0.08718911558389664
document_110065.html,687,703,Beatissimo Padre,PER,Q19546,-0.1996719241142273
document_110065.html,725,741,Azione Cattolica,ORG,Q3318304,-0.0826922282576561
document_110065.html,985,1004,Università Italiane,ORG,Q20009854,-0.11094038188457489
document_110082.html,83,89,Italia,LOC,Q38,-0.13736426830291748
document_110088.html,329,345,partito popolare,ORG,Q2717398,-0.11314268410205841
document_110088.html,1583,1590,Pio XII,PER,Q2604,-0.08311230689287186
document_110090.html,919,927,Betlemme,LOC,Q5776,-0.07537422329187393
document_110092.html,50,56,Sforza,PER,Q463243,-0.21832935512065887
document_110092.html,170,176,Sforza,PER,Q463243,-0.15475811064243317
document_110092.html,296,306,Montevideo,LOC,Q1335,-0.0866917297244072
document_110106.html,30,45,Luigi Lavitrano,PER,Q1493618,-0.08460117876529694
document_110106.html,65,72,Palermo,LOC,Q2656,-0.1626741588115692
document_110106.html,143,149,A.C.I.,ORG,Q1365235,-0.5310689210891724
document_110106.html,292,329,Associazioni Universitarie Cattoliche,ORG,Q479048,-0.8850526213645935
document_110106.html,335,341,Italia,LOC,Q38,-0.108763188123703
document_110106.html,388,392,Fuci,ORG,Q3091708,-0.15464170277118683
document_110114.html,114,120,Italia,LOC,Q38,-0.15568393468856812
document_110139.html,172,179,Tunisia,LOC,Q948,-0.09167613089084625
document_110139.html,302,308,Italia,LOC,Q38,-0.12492755055427551
document_110143.html,27,33,Italia,LOC,Q38,-0.10607154667377472
document_110144.html,38,43,Padre,PER,Q186350,-0.2546033263206482
document_110155.html,65,71,Italia,LOC,Q38,-0.13409371674060822
document_110155.html,624,630,Italia,LOC,Q38,-0.11768342554569244
document_110167.html,64,72,Germania,LOC,Q183,-0.15833653509616852
document_110177.html,48,64,Azione Cattolica,ORG,Q3318304,-0.07910074293613434
document_110177.html,77,81,Roma,LOC,Q220,-0.09980233758687973
document_110177.html,404,410,Italia,LOC,Q38,-0.1176360547542572
document_110177.html,1535,1551,Azione Cattolica,ORG,Q3318304,-0.08143750578165054
document_110177.html,1608,1613,Paese,LOC,Q6256,-0.11230974644422531
document_110199.html,232,238,Italia,LOC,Q38,-0.11293947696685791
document_110199.html,436,440,Roma,LOC,Q220,-0.09400498121976852
document_110199.html,509,513,FUCI,ORG,Q3091708,-0.08029947429895401
document_110205.html,158,163,Parri,PER,Q471315,-0.21908465027809143
document_110220.html,130,148,Laureati Cattolici,ORG,Q1054679,-0.41382479667663574
document_110220.html,523,531,Laureati,ORG,Q1054679,-0.3185676634311676
document_110220.html,566,570,Roma,LOC,Q220,-0.09420783072710037
document_110220.html,631,649,Laureati Cattolici,ORG,Q1054679,-0.44976919889450073
document_110220.html,875,881,Patria,LOC,Q642555,-0.10113667696714401
document_110220.html,984,990,Italia,LOC,Q38,-0.10278602689504623
document_121003.html,696,701,Stato,ORG,Q7275,-0.10235533863306046
document_121012.html,13,17,Moro,PER,Q171834,-0.13584810495376587
document_121012.html,45,53,Lombardi,PER,Q3934504,-0.31455689668655396
document_121020.html,13,17,Moro,PER,Q171834,-0.07999647408723831
document_121020.html,123,134,Commissione,ORG,Q2986700,-0.14675971865653992
document_121020.html,233,243,Presidente,PER,Q332711,-0.22181831300258636
document_121021.html,13,17,Moro,PER,Q171834,-0.1595139503479004
document_121021.html,334,341,La Pira,PER,Q543393,-0.1311313807964325
document_121021.html,363,368,Basso,PER,Q3229281,-0.3388853073120117
document_121024.html,13,17,Moro,PER,Q171834,-0.1704442948102951
document_121024.html,158,163,Basso,PER,Q3229281,-0.20555652678012848
document_121024.html,169,177,Marchesi,PER,Q47491672,-0.6014979481697083
document_121024.html,382,389,La Pira,PER,Q543393,-0.13031883537769318
document_121029.html,13,17,Moro,PER,Q171834,-0.3989821970462799
document_121029.html,144,152,Dossetti,PER,Q370039,-0.2561241090297699
document_121034.html,13,17,Moro,PER,Q171834,-0.3436338007450104
document_121034.html,71,76,Basso,PER,Q3229281,-0.2889276444911957
document_121043.html,13,17,Moro,PER,Q171834,-0.29546433687210083
document_121043.html,84,92,Marchesi,PER,Q47491672,-0.6091457009315491
document_121087.html,13,17,Moro,PER,Q171834,-0.1638048142194748
document_121087.html,145,154,Cevolotto,PER,Q451293,-2.783383369445801
document_121087.html,206,215,Togliatti,PER,Q310158,-0.057682354003190994
document_121088.html,13,17,Moro,PER,Q171834,-0.278732568025589
document_121088.html,198,207,Cevolotto,PER,Q3762603,-2.1843199729919434
document_121088.html,983,992,Terracini,PER,Q4003497,-0.3322546184062958
document_121093.html,13,17,Moro,PER,Q171834,-0.3840238153934479
document_121093.html,293,309,Sottocommissione,ORG,Q1135549,-0.7570078372955322
document_121093.html,660,677,Consulta araldica,ORG,Q1822839,-0.07709427922964096
document_121097.html,68,73,Stato,ORG,Q7275,-0.09353052079677582
document_121097.html,76,82,Chiesa,ORG,Q9592,-0.13941560685634613
document_121097.html,111,115,Moro,PER,Q171834,-0.0990310087800026
document_121104.html,188,194,Italia,LOC,Q38,-0.14147061109542847
document_121109.html,35,56,Assemblea costituente,ORG,Q1053185,-0.07955224812030792
document_121134.html,489,509,Democrazia cristiana,ORG,Q815348,-0.07225752621889114
document_121134.html,818,824,Italia,LOC,Q38,-0.11782623827457428
document_121142.html,67,83,Ferdinando Vegas,PER,Q21587924,-0.08106570690870285
document_121149.html,141,147,Italia,LOC,Q38,-0.12494935095310211
document_121149.html,462,468,Italia,LOC,Q38,-0.12115077674388885
document_121170.html,58,69,Commissione,ORG,Q2986700,-0.12394183874130249
document_121170.html,189,197,Targetti,PER,Q3742688,-0.4566991329193115
document_121186.html,100,121,Assemblea costituente,ORG,Q1053185,-0.08193328231573105
document_121186.html,174,194,Corte costituzionale,ORG,Q32766,-0.15224306285381317
document_121186.html,353,363,Condorelli,PER,Q32544224,-0.5385062098503113
document_121186.html,613,620,Regione,LOC,Q16110,-0.1827196329832077
document_121196.html,3,5,DC,ORG,Q815348,-0.0887206643819809
document_121217.html,198,213,Luciano Magrini,PER,Q28801839,-0.07864894717931747
document_121217.html,256,264,Il Mondo,ORG,Q3792807,-0.08907992392778397
document_121238.html,89,95,Italia,LOC,Q38,-0.11752685904502869
document_121238.html,167,183,Maria Montessori,PER,Q131117,-0.07412660866975784
document_121238.html,279,285,Italia,LOC,Q38,-0.11048517376184464
document_121238.html,356,361,Paese,LOC,Q6256,-0.15650522708892822
document_121239.html,431,437,Italia,LOC,Q38,-0.1068810522556305
document_121245.html,37,43,Italia,LOC,Q38,-0.11587591469287872
document_121245.html,207,217,Università,ORG,Q3918,-0.12383531033992767
document_122004.html,149,160,Commissione,ORG,Q2986700,-0.08984231948852539
document_122004.html,335,343,Ministro,PER,Q83307,-0.2438463270664215
document_122004.html,469,475,Senato,ORG,Q633872,-0.12382825464010239
document_122004.html,493,499,Camera,ORG,Q841424,-0.10013566166162491
document_122004.html,504,513,Ministero,ORG,Q192350,-0.2065974920988083
document_122004.html,828,836,Ministro,PER,Q83307,-0.1859123855829239
document_122004.html,1422,1430,Ministro,PER,Q83307,-0.14771556854248047
document_122004.html,1454,1462,Marchesi,PER,Q63050607,-0.4363250434398651
document_122004.html,1510,1519,Ministero,ORG,Q192350,-0.14747801423072815
document_122004.html,1606,1614,Ministro,PER,Q83307,-0.13433738052845
document_122012.html,152,160,Polesine,LOC,Q1242205,-0.09140558540821075
document_122012.html,298,303,Nenni,PER,Q539486,-0.080734021961689
document_122018.html,78,94,Maria Montessori,PER,Q131117,-0.07409054785966873
document_122018.html,207,217,Parlamento,ORG,Q35749,-0.17840315401554108
document_122018.html,279,295,Maria Montessori,PER,Q131117,-0.07477665692567825
document_122018.html,325,329,Aula,ORG,Q607600,-0.43188101053237915
document_122033.html,36,43,governo,ORG,Q7188,-0.20629256963729858
document_122033.html,162,169,governo,ORG,Q7188,-0.1637975424528122
document_122033.html,246,253,Covelli,PER,Q3766991,-1.9761829376220703
document_122034.html,63,82,Camera dei Deputati,ORG,Q841424,-0.08880885690450668
document_122034.html,300,306,Camera,ORG,Q841424,-0.09635961800813675
document_122034.html,349,369,Corte Costituzionale,ORG,Q981005,-0.16084568202495575
document_122034.html,407,416,Assemblea,ORG,Q1752346,-0.30046865344047546
document_122034.html,461,467,Camera,ORG,Q841424,-0.09909412264823914
document_122034.html,515,521,Giunta,ORG,Q239463,-0.3395848572254181
document_122034.html,585,591,Giunta,ORG,Q3769851,-0.37296733260154724
document_122034.html,709,715,Camera,ORG,Q841424,-0.09844623506069183
document_122034.html,955,965,Parlamento,ORG,Q1117578,-0.24975666403770447
document_122034.html,1043,1049,Giunta,ORG,Q239463,-0.3669719696044922
document_122034.html,1055,1061,Camera,ORG,Q841424,-0.09822247922420502
document_122034.html,1181,1191,Parlamento,ORG,Q1117578,-0.27429550886154175
document_122044.html,7,17,Presidente,PER,Q15814195,-0.270346462726593
document_122044.html,111,127,Giuseppe Bettiol,PER,Q3770116,-0.08789562433958054
document_122067.html,68,74,Mattei,PER,Q16576442,-0.5043363571166992
document_131006.html,26,33,Sicilia,LOC,Q1460,-0.1102602630853653
document_131006.html,48,55,Palermo,LOC,Q2656,-0.09508295357227325
document_131034.html,6,10,Moro,PER,Q171834,-0.07509350776672363
document_131034.html,208,227,Movimento femminile,ORG,Q7252,-0.48689067363739014
document_131034.html,394,401,Partito,ORG,Q47729,-0.14271721243858337
document_131034.html,447,451,D.C.,ORG,Q815348,-0.07683213800191879
document_131034.html,663,667,D.C.,ORG,Q815348,-0.08191144466400146
document_131058.html,20,40,Democrazia Cristiana,ORG,Q815348,-0.07379012554883957
document_131058.html,45,49,Moro,PER,Q171834,-0.08842509239912033
document_131058.html,89,99,Sala Bossi,LOC,Q3661069,-1.0307866334915161
document_131058.html,264,281,Partito comunista,ORG,Q461886,-0.14617933332920074
document_131067.html,20,39,Consiglio Nazionale,ORG,Q676078,-0.1817273497581482
document_131067.html,649,651,DC,ORG,Q815348,-0.08943990617990494
document_131067.html,1192,1194,DC,ORG,Q815348,-0.09089094400405884
document_131067.html,1326,1328,DC,ORG,Q815348,-0.0885157585144043
document_131072.html,49,73,Presidente del Consiglio,PER,Q796897,-0.0898582935333252
document_131072.html,434,441,Morlino,PER,Q25126063,-1.3291453123092651
document_131084.html,19,23,D.C.,ORG,Q815348,-0.08880279213190079
document_131084.html,235,239,D.C.,ORG,Q815348,-0.0901104286313057
document_131084.html,392,397,Paese,LOC,Q6256,-0.13324004411697388
document_131084.html,513,519,Italia,LOC,Q38,-0.10915115475654602
document_131087.html,53,59,Napoli,LOC,Q2634,-0.09796276688575745
document_131087.html,106,110,D.C.,ORG,Q815348,-0.1189647763967514
document_131087.html,452,456,D.C.,ORG,Q815348,-0.1158188134431839
document_131087.html,486,492,Napoli,LOC,Q2634,-0.1010822281241417
document_131092.html,6,10,Moro,PER,Q171834,-0.07173266261816025
document_131092.html,79,86,Partito,ORG,Q47729,-0.23624980449676514
document_131092.html,198,204,Napoli,LOC,Q2634,-0.09847091883420944
